bin,binSize,median,article,timestamp
0,7,6772,Ronny_Jackson,20180113
1,7,637,Ronny_Jackson,20180113
2,7,193,Ronny_Jackson,20180113
3,7,122,Ronny_Jackson,20180113
4,7,85,Ronny_Jackson,20180113
5,7,83,Ronny_Jackson,20180113
6,7,89,Ronny_Jackson,20180113
7,7,89,Ronny_Jackson,20180113
8,7,77,Ronny_Jackson,20180113
9,7,78,Ronny_Jackson,20180113
10,7,335,Ronny_Jackson,20180113
11,7,1967,Ronny_Jackson,20180113
12,7,583,Ronny_Jackson,20180113
13,7,442,Ronny_Jackson,20180113
14,7,19248,Ronny_Jackson,20180113
15,7,8182,Ronny_Jackson,20180113
16,7,580,Ronny_Jackson,20180113
17,7,337,Ronny_Jackson,20180113
18,7,227,Ronny_Jackson,20180113
19,7,199,Ronny_Jackson,20180113
20,7,279,Ronny_Jackson,20180113
21,7,208,Ronny_Jackson,20180113
22,7,172,Ronny_Jackson,20180113
23,7,184,Ronny_Jackson,20180113
24,7,157,Ronny_Jackson,20180113
25,7,234,Ronny_Jackson,20180113
26,7,217,Ronny_Jackson,20180113
27,7,202,Ronny_Jackson,20180113
28,7,188,Ronny_Jackson,20180113
29,7,152,Ronny_Jackson,20180113
30,7,177,Ronny_Jackson,20180113
31,7,168,Ronny_Jackson,20180113
32,7,174,Ronny_Jackson,20180113
33,7,221,Ronny_Jackson,20180113
34,7,216,Ronny_Jackson,20180113
