bin,binSize,median,article,timestamp
0,7,180,"Ben_Davies_(footballer,_born_1993)",20150701
1,7,268,"Ben_Davies_(footballer,_born_1993)",20150701
2,7,231,"Ben_Davies_(footballer,_born_1993)",20150701
3,7,248,"Ben_Davies_(footballer,_born_1993)",20150701
4,7,296,"Ben_Davies_(footballer,_born_1993)",20150701
5,7,485,"Ben_Davies_(footballer,_born_1993)",20150701
6,7,385,"Ben_Davies_(footballer,_born_1993)",20150701
7,7,292,"Ben_Davies_(footballer,_born_1993)",20150701
8,7,439,"Ben_Davies_(footballer,_born_1993)",20150701
9,7,753,"Ben_Davies_(footballer,_born_1993)",20150701
10,7,286,"Ben_Davies_(footballer,_born_1993)",20150701
11,7,282,"Ben_Davies_(footballer,_born_1993)",20150701
12,7,390,"Ben_Davies_(footballer,_born_1993)",20150701
13,7,300,"Ben_Davies_(footballer,_born_1993)",20150701
14,7,410,"Ben_Davies_(footballer,_born_1993)",20150701
15,7,295,"Ben_Davies_(footballer,_born_1993)",20150701
16,7,236,"Ben_Davies_(footballer,_born_1993)",20150701
17,7,244,"Ben_Davies_(footballer,_born_1993)",20150701
18,7,289,"Ben_Davies_(footballer,_born_1993)",20150701
19,7,270,"Ben_Davies_(footballer,_born_1993)",20150701
20,7,286,"Ben_Davies_(footballer,_born_1993)",20150701
21,7,237,"Ben_Davies_(footballer,_born_1993)",20150701
22,7,190,"Ben_Davies_(footballer,_born_1993)",20150701
23,7,308,"Ben_Davies_(footballer,_born_1993)",20150701
24,7,190,"Ben_Davies_(footballer,_born_1993)",20150701
25,7,222,"Ben_Davies_(footballer,_born_1993)",20150701
26,7,296,"Ben_Davies_(footballer,_born_1993)",20150701
27,7,322,"Ben_Davies_(footballer,_born_1993)",20150701
28,7,302,"Ben_Davies_(footballer,_born_1993)",20150701
29,7,340,"Ben_Davies_(footballer,_born_1993)",20150701
30,7,334,"Ben_Davies_(footballer,_born_1993)",20150701
31,7,355,"Ben_Davies_(footballer,_born_1993)",20150701
32,7,370,"Ben_Davies_(footballer,_born_1993)",20150701
33,7,344,"Ben_Davies_(footballer,_born_1993)",20150701
34,7,297,"Ben_Davies_(footballer,_born_1993)",20150701
35,7,364,"Ben_Davies_(footballer,_born_1993)",20150701
36,7,289,"Ben_Davies_(footballer,_born_1993)",20150701
37,7,290,"Ben_Davies_(footballer,_born_1993)",20150701
38,7,422,"Ben_Davies_(footballer,_born_1993)",20150701
39,7,253,"Ben_Davies_(footballer,_born_1993)",20150701
40,7,290,"Ben_Davies_(footballer,_born_1993)",20150701
41,7,272,"Ben_Davies_(footballer,_born_1993)",20150701
42,7,307,"Ben_Davies_(footballer,_born_1993)",20150701
43,7,212,"Ben_Davies_(footballer,_born_1993)",20150701
44,7,279,"Ben_Davies_(footballer,_born_1993)",20150701
45,7,292,"Ben_Davies_(footballer,_born_1993)",20150701
46,7,262,"Ben_Davies_(footballer,_born_1993)",20150701
47,7,269,"Ben_Davies_(footballer,_born_1993)",20150701
48,7,476,"Ben_Davies_(footballer,_born_1993)",20150701
49,7,1134,"Ben_Davies_(footballer,_born_1993)",20150701
50,7,1339,"Ben_Davies_(footballer,_born_1993)",20150701
51,7,1077,"Ben_Davies_(footballer,_born_1993)",20150701
52,7,2498,"Ben_Davies_(footballer,_born_1993)",20150701
53,7,704,"Ben_Davies_(footballer,_born_1993)",20150701
54,7,287,"Ben_Davies_(footballer,_born_1993)",20150701
55,7,280,"Ben_Davies_(footballer,_born_1993)",20150701
56,7,234,"Ben_Davies_(footballer,_born_1993)",20150701
57,7,275,"Ben_Davies_(footballer,_born_1993)",20150701
58,7,302,"Ben_Davies_(footballer,_born_1993)",20150701
59,7,208,"Ben_Davies_(footballer,_born_1993)",20150701
60,7,273,"Ben_Davies_(footballer,_born_1993)",20150701
61,7,413,"Ben_Davies_(footballer,_born_1993)",20150701
62,7,316,"Ben_Davies_(footballer,_born_1993)",20150701
63,7,342,"Ben_Davies_(footballer,_born_1993)",20150701
64,7,387,"Ben_Davies_(footballer,_born_1993)",20150701
65,7,379,"Ben_Davies_(footballer,_born_1993)",20150701
66,7,300,"Ben_Davies_(footballer,_born_1993)",20150701
67,7,258,"Ben_Davies_(footballer,_born_1993)",20150701
68,7,204,"Ben_Davies_(footballer,_born_1993)",20150701
69,7,215,"Ben_Davies_(footballer,_born_1993)",20150701
70,7,365,"Ben_Davies_(footballer,_born_1993)",20150701
71,7,194,"Ben_Davies_(footballer,_born_1993)",20150701
72,7,170,"Ben_Davies_(footballer,_born_1993)",20150701
73,7,208,"Ben_Davies_(footballer,_born_1993)",20150701
74,7,198,"Ben_Davies_(footballer,_born_1993)",20150701
75,7,193,"Ben_Davies_(footballer,_born_1993)",20150701
76,7,218,"Ben_Davies_(footballer,_born_1993)",20150701
77,7,164,"Ben_Davies_(footballer,_born_1993)",20150701
78,7,313,"Ben_Davies_(footballer,_born_1993)",20150701
79,7,531,"Ben_Davies_(footballer,_born_1993)",20150701
80,7,541,"Ben_Davies_(footballer,_born_1993)",20150701
81,7,532,"Ben_Davies_(footballer,_born_1993)",20150701
82,7,284,"Ben_Davies_(footballer,_born_1993)",20150701
83,7,312,"Ben_Davies_(footballer,_born_1993)",20150701
84,7,288,"Ben_Davies_(footballer,_born_1993)",20150701
85,7,273,"Ben_Davies_(footballer,_born_1993)",20150701
86,7,263,"Ben_Davies_(footballer,_born_1993)",20150701
87,7,209,"Ben_Davies_(footballer,_born_1993)",20150701
88,7,303,"Ben_Davies_(footballer,_born_1993)",20150701
89,7,288,"Ben_Davies_(footballer,_born_1993)",20150701
90,7,297,"Ben_Davies_(footballer,_born_1993)",20150701
91,7,314,"Ben_Davies_(footballer,_born_1993)",20150701
92,7,466,"Ben_Davies_(footballer,_born_1993)",20150701
93,7,333,"Ben_Davies_(footballer,_born_1993)",20150701
94,7,286,"Ben_Davies_(footballer,_born_1993)",20150701
95,7,471,"Ben_Davies_(footballer,_born_1993)",20150701
96,7,309,"Ben_Davies_(footballer,_born_1993)",20150701
97,7,267,"Ben_Davies_(footballer,_born_1993)",20150701
98,7,688,"Ben_Davies_(footballer,_born_1993)",20150701
99,7,356,"Ben_Davies_(footballer,_born_1993)",20150701
100,7,238,"Ben_Davies_(footballer,_born_1993)",20150701
101,7,230,"Ben_Davies_(footballer,_born_1993)",20150701
102,7,182,"Ben_Davies_(footballer,_born_1993)",20150701
