bin,binSize,median,article,timestamp
0,7,968,M'Baye_Niang,20150701
1,7,849,M'Baye_Niang,20150701
2,7,658,M'Baye_Niang,20150701
3,7,621,M'Baye_Niang,20150701
4,7,772,M'Baye_Niang,20150701
5,7,526,M'Baye_Niang,20150701
6,7,499,M'Baye_Niang,20150701
7,7,531,M'Baye_Niang,20150701
8,7,680,M'Baye_Niang,20150701
9,7,421,M'Baye_Niang,20150701
10,7,387,M'Baye_Niang,20150701
11,7,389,M'Baye_Niang,20150701
12,7,378,M'Baye_Niang,20150701
13,7,294,M'Baye_Niang,20150701
14,7,251,M'Baye_Niang,20150701
15,7,244,M'Baye_Niang,20150701
16,7,343,M'Baye_Niang,20150701
17,7,384,M'Baye_Niang,20150701
18,7,345,M'Baye_Niang,20150701
19,7,261,M'Baye_Niang,20150701
20,7,337,M'Baye_Niang,20150701
21,7,294,M'Baye_Niang,20150701
22,7,612,M'Baye_Niang,20150701
23,7,369,M'Baye_Niang,20150701
24,7,764,M'Baye_Niang,20150701
25,7,341,M'Baye_Niang,20150701
26,7,351,M'Baye_Niang,20150701
27,7,495,M'Baye_Niang,20150701
28,7,743,M'Baye_Niang,20150701
29,7,520,M'Baye_Niang,20150701
30,7,1440,M'Baye_Niang,20150701
31,7,1050,M'Baye_Niang,20150701
32,7,504,M'Baye_Niang,20150701
33,7,450,M'Baye_Niang,20150701
34,7,603,M'Baye_Niang,20150701
35,7,360,M'Baye_Niang,20150701
36,7,273,M'Baye_Niang,20150701
37,7,279,M'Baye_Niang,20150701
38,7,309,M'Baye_Niang,20150701
39,7,269,M'Baye_Niang,20150701
40,7,359,M'Baye_Niang,20150701
41,7,375,M'Baye_Niang,20150701
42,7,290,M'Baye_Niang,20150701
43,7,268,M'Baye_Niang,20150701
44,7,286,M'Baye_Niang,20150701
45,7,301,M'Baye_Niang,20150701
46,7,408,M'Baye_Niang,20150701
47,7,315,M'Baye_Niang,20150701
48,7,291,M'Baye_Niang,20150701
49,7,468,M'Baye_Niang,20150701
50,7,445,M'Baye_Niang,20150701
51,7,342,M'Baye_Niang,20150701
52,7,352,M'Baye_Niang,20150701
53,7,381,M'Baye_Niang,20150701
54,7,446,M'Baye_Niang,20150701
55,7,418,M'Baye_Niang,20150701
56,7,763,M'Baye_Niang,20150701
57,7,471,M'Baye_Niang,20150701
58,7,346,M'Baye_Niang,20150701
59,7,526,M'Baye_Niang,20150701
60,7,568,M'Baye_Niang,20150701
61,7,574,M'Baye_Niang,20150701
62,7,338,M'Baye_Niang,20150701
63,7,386,M'Baye_Niang,20150701
64,7,613,M'Baye_Niang,20150701
65,7,382,M'Baye_Niang,20150701
66,7,401,M'Baye_Niang,20150701
67,7,294,M'Baye_Niang,20150701
68,7,1423,M'Baye_Niang,20150701
69,7,427,M'Baye_Niang,20150701
70,7,357,M'Baye_Niang,20150701
71,7,308,M'Baye_Niang,20150701
72,7,497,M'Baye_Niang,20150701
73,7,442,M'Baye_Niang,20150701
74,7,398,M'Baye_Niang,20150701
75,7,344,M'Baye_Niang,20150701
76,7,422,M'Baye_Niang,20150701
77,7,386,M'Baye_Niang,20150701
78,7,419,M'Baye_Niang,20150701
79,7,515,M'Baye_Niang,20150701
80,7,597,M'Baye_Niang,20150701
81,7,812,M'Baye_Niang,20150701
82,7,3334,M'Baye_Niang,20150701
83,7,2524,M'Baye_Niang,20150701
84,7,1260,M'Baye_Niang,20150701
85,7,450,M'Baye_Niang,20150701
86,7,487,M'Baye_Niang,20150701
87,7,393,M'Baye_Niang,20150701
88,7,301,M'Baye_Niang,20150701
89,7,344,M'Baye_Niang,20150701
90,7,287,M'Baye_Niang,20150701
91,7,495,M'Baye_Niang,20150701
92,7,494,M'Baye_Niang,20150701
93,7,407,M'Baye_Niang,20150701
94,7,320,M'Baye_Niang,20150701
95,7,324,M'Baye_Niang,20150701
96,7,311,M'Baye_Niang,20150701
97,7,330,M'Baye_Niang,20150701
98,7,426,M'Baye_Niang,20150701
99,7,554,M'Baye_Niang,20150701
100,7,322,M'Baye_Niang,20150701
101,7,432,M'Baye_Niang,20150701
102,7,1418,M'Baye_Niang,20150701
103,7,323,M'Baye_Niang,20150701
104,7,413,M'Baye_Niang,20150701
105,7,457,M'Baye_Niang,20150701
106,7,2246,M'Baye_Niang,20150701
107,7,1373,M'Baye_Niang,20150701
108,7,854,M'Baye_Niang,20150701
109,7,655,M'Baye_Niang,20150701
110,7,615,M'Baye_Niang,20150701
111,7,1206,M'Baye_Niang,20150701
112,7,831,M'Baye_Niang,20150701
113,7,815,M'Baye_Niang,20150701
114,7,496,M'Baye_Niang,20150701
115,7,365,M'Baye_Niang,20150701
116,7,562,M'Baye_Niang,20150701
117,7,438,M'Baye_Niang,20150701
118,7,525,M'Baye_Niang,20150701
119,7,354,M'Baye_Niang,20150701
120,7,356,M'Baye_Niang,20150701
121,7,314,M'Baye_Niang,20150701
122,7,309,M'Baye_Niang,20150701
123,7,700,M'Baye_Niang,20150701
124,7,466,M'Baye_Niang,20150701
125,7,303,M'Baye_Niang,20150701
126,7,409,M'Baye_Niang,20150701
127,7,315,M'Baye_Niang,20150701
128,7,311,M'Baye_Niang,20150701
129,7,289,M'Baye_Niang,20150701
130,7,299,M'Baye_Niang,20150701
131,7,409,M'Baye_Niang,20150701
132,7,272,M'Baye_Niang,20150701
133,7,271,M'Baye_Niang,20150701
134,7,252,M'Baye_Niang,20150701
135,7,338,M'Baye_Niang,20150701
136,7,301,M'Baye_Niang,20150701
137,7,313,M'Baye_Niang,20150701
138,7,326,M'Baye_Niang,20150701
139,7,347,M'Baye_Niang,20150701
140,7,328,M'Baye_Niang,20150701
141,7,330,M'Baye_Niang,20150701
142,7,312,M'Baye_Niang,20150701
143,7,241,M'Baye_Niang,20150701
144,7,281,M'Baye_Niang,20150701
145,7,267,M'Baye_Niang,20150701
146,7,293,M'Baye_Niang,20150701
147,7,222,M'Baye_Niang,20150701
148,7,280,M'Baye_Niang,20150701
149,7,268,M'Baye_Niang,20150701
150,7,785,M'Baye_Niang,20150701
151,7,570,M'Baye_Niang,20150701
152,7,674,M'Baye_Niang,20150701
153,7,841,M'Baye_Niang,20150701
154,7,1018,M'Baye_Niang,20150701
155,7,3411,M'Baye_Niang,20150701
156,7,966,M'Baye_Niang,20150701
157,7,610,M'Baye_Niang,20150701
158,7,508,M'Baye_Niang,20150701
159,7,443,M'Baye_Niang,20150701
160,7,406,M'Baye_Niang,20150701
161,7,716,M'Baye_Niang,20150701
162,7,388,M'Baye_Niang,20150701
163,7,408,M'Baye_Niang,20150701
164,7,343,M'Baye_Niang,20150701
165,7,623,M'Baye_Niang,20150701
166,7,245,M'Baye_Niang,20150701
167,7,218,M'Baye_Niang,20150701
