bin,binSize,median,article
0,7,1235,Willem-Alexander_of_the_Netherlands
1,7,1191,Willem-Alexander_of_the_Netherlands
2,7,1135,Willem-Alexander_of_the_Netherlands
3,7,1182,Willem-Alexander_of_the_Netherlands
4,7,1097,Willem-Alexander_of_the_Netherlands
5,7,1138,Willem-Alexander_of_the_Netherlands
6,7,1117,Willem-Alexander_of_the_Netherlands
7,7,1226,Willem-Alexander_of_the_Netherlands
8,7,1172,Willem-Alexander_of_the_Netherlands
9,7,1182,Willem-Alexander_of_the_Netherlands
10,7,1442,Willem-Alexander_of_the_Netherlands
11,7,1172,Willem-Alexander_of_the_Netherlands
12,7,1124,Willem-Alexander_of_the_Netherlands
13,7,1058,Willem-Alexander_of_the_Netherlands
14,7,1108,Willem-Alexander_of_the_Netherlands
15,7,1121,Willem-Alexander_of_the_Netherlands
16,7,1233,Willem-Alexander_of_the_Netherlands
17,7,1160,Willem-Alexander_of_the_Netherlands
18,7,1219,Willem-Alexander_of_the_Netherlands
19,7,1432,Willem-Alexander_of_the_Netherlands
20,7,1428,Willem-Alexander_of_the_Netherlands
21,7,1289,Willem-Alexander_of_the_Netherlands
22,7,1273,Willem-Alexander_of_the_Netherlands
23,7,1236,Willem-Alexander_of_the_Netherlands
24,7,1207,Willem-Alexander_of_the_Netherlands
25,7,1301,Willem-Alexander_of_the_Netherlands
26,7,1287,Willem-Alexander_of_the_Netherlands
27,7,1300,Willem-Alexander_of_the_Netherlands
28,7,1265,Willem-Alexander_of_the_Netherlands
29,7,1324,Willem-Alexander_of_the_Netherlands
30,7,1322,Willem-Alexander_of_the_Netherlands
31,7,1276,Willem-Alexander_of_the_Netherlands
32,7,1324,Willem-Alexander_of_the_Netherlands
33,7,1228,Willem-Alexander_of_the_Netherlands
34,7,1234,Willem-Alexander_of_the_Netherlands
35,7,1222,Willem-Alexander_of_the_Netherlands
36,7,1323,Willem-Alexander_of_the_Netherlands
37,7,1307,Willem-Alexander_of_the_Netherlands
38,7,1844,Willem-Alexander_of_the_Netherlands
39,7,1516,Willem-Alexander_of_the_Netherlands
40,7,1440,Willem-Alexander_of_the_Netherlands
41,7,1582,Willem-Alexander_of_the_Netherlands
42,7,2544,Willem-Alexander_of_the_Netherlands
43,7,2288,Willem-Alexander_of_the_Netherlands
44,7,1540,Willem-Alexander_of_the_Netherlands
45,7,1511,Willem-Alexander_of_the_Netherlands
46,7,1526,Willem-Alexander_of_the_Netherlands
47,7,1419,Willem-Alexander_of_the_Netherlands
48,7,1383,Willem-Alexander_of_the_Netherlands
49,7,1432,Willem-Alexander_of_the_Netherlands
50,7,1366,Willem-Alexander_of_the_Netherlands
51,7,1350,Willem-Alexander_of_the_Netherlands
52,7,1333,Willem-Alexander_of_the_Netherlands
53,7,1400,Willem-Alexander_of_the_Netherlands
54,7,1277,Willem-Alexander_of_the_Netherlands
55,7,1240,Willem-Alexander_of_the_Netherlands
56,7,1173,Willem-Alexander_of_the_Netherlands
57,7,1372,Willem-Alexander_of_the_Netherlands
58,7,1294,Willem-Alexander_of_the_Netherlands
59,7,1588,Willem-Alexander_of_the_Netherlands
60,7,1241,Willem-Alexander_of_the_Netherlands
61,7,1407,Willem-Alexander_of_the_Netherlands
62,7,1268,Willem-Alexander_of_the_Netherlands
63,7,1073,Willem-Alexander_of_the_Netherlands
64,7,1077,Willem-Alexander_of_the_Netherlands
65,7,1055,Willem-Alexander_of_the_Netherlands
66,7,1070,Willem-Alexander_of_the_Netherlands
67,7,1354,Willem-Alexander_of_the_Netherlands
68,7,1133,Willem-Alexander_of_the_Netherlands
69,7,1225,Willem-Alexander_of_the_Netherlands
70,7,1611,Willem-Alexander_of_the_Netherlands
71,7,1279,Willem-Alexander_of_the_Netherlands
72,7,1272,Willem-Alexander_of_the_Netherlands
73,7,1301,Willem-Alexander_of_the_Netherlands
74,7,1368,Willem-Alexander_of_the_Netherlands
75,7,1255,Willem-Alexander_of_the_Netherlands
76,7,1210,Willem-Alexander_of_the_Netherlands
77,7,1162,Willem-Alexander_of_the_Netherlands
78,7,1334,Willem-Alexander_of_the_Netherlands
79,7,1404,Willem-Alexander_of_the_Netherlands
80,7,1316,Willem-Alexander_of_the_Netherlands
81,7,1340,Willem-Alexander_of_the_Netherlands
82,7,1358,Willem-Alexander_of_the_Netherlands
83,7,1422,Willem-Alexander_of_the_Netherlands
84,7,1463,Willem-Alexander_of_the_Netherlands
85,7,1328,Willem-Alexander_of_the_Netherlands
86,7,1412,Willem-Alexander_of_the_Netherlands
87,7,1285,Willem-Alexander_of_the_Netherlands
88,7,1552,Willem-Alexander_of_the_Netherlands
89,7,2368,Willem-Alexander_of_the_Netherlands
90,7,1364,Willem-Alexander_of_the_Netherlands
91,7,1402,Willem-Alexander_of_the_Netherlands
92,7,1342,Willem-Alexander_of_the_Netherlands
93,7,1285,Willem-Alexander_of_the_Netherlands
94,7,1801,Willem-Alexander_of_the_Netherlands
95,7,3177,Willem-Alexander_of_the_Netherlands
96,7,1468,Willem-Alexander_of_the_Netherlands
97,7,1412,Willem-Alexander_of_the_Netherlands
98,7,3770,Willem-Alexander_of_the_Netherlands
99,7,1563,Willem-Alexander_of_the_Netherlands
100,7,1324,Willem-Alexander_of_the_Netherlands
101,7,1186,Willem-Alexander_of_the_Netherlands
102,7,1141,Willem-Alexander_of_the_Netherlands
103,7,1281,Willem-Alexander_of_the_Netherlands
104,7,1128,Willem-Alexander_of_the_Netherlands
105,7,1268,Willem-Alexander_of_the_Netherlands
106,7,1404,Willem-Alexander_of_the_Netherlands
107,7,1103,Willem-Alexander_of_the_Netherlands
108,7,1063,Willem-Alexander_of_the_Netherlands
109,7,1258,Willem-Alexander_of_the_Netherlands
110,7,1228,Willem-Alexander_of_the_Netherlands
111,7,1164,Willem-Alexander_of_the_Netherlands
112,7,1180,Willem-Alexander_of_the_Netherlands
113,7,1206,Willem-Alexander_of_the_Netherlands
114,7,1698,Willem-Alexander_of_the_Netherlands
115,7,1370,Willem-Alexander_of_the_Netherlands
116,7,1248,Willem-Alexander_of_the_Netherlands
117,7,1173,Willem-Alexander_of_the_Netherlands
118,7,1303,Willem-Alexander_of_the_Netherlands
119,7,1327,Willem-Alexander_of_the_Netherlands
120,7,1136,Willem-Alexander_of_the_Netherlands
121,7,1195,Willem-Alexander_of_the_Netherlands
122,7,1113,Willem-Alexander_of_the_Netherlands
123,7,1053,Willem-Alexander_of_the_Netherlands
124,7,1036,Willem-Alexander_of_the_Netherlands
125,7,1103,Willem-Alexander_of_the_Netherlands
126,7,1441,Willem-Alexander_of_the_Netherlands
127,7,1340,Willem-Alexander_of_the_Netherlands
128,7,1308,Willem-Alexander_of_the_Netherlands
129,7,1315,Willem-Alexander_of_the_Netherlands
130,7,1518,Willem-Alexander_of_the_Netherlands
131,7,1441,Willem-Alexander_of_the_Netherlands
132,7,1338,Willem-Alexander_of_the_Netherlands
133,7,1385,Willem-Alexander_of_the_Netherlands
134,7,1299,Willem-Alexander_of_the_Netherlands
135,7,1425,Willem-Alexander_of_the_Netherlands
136,7,1435,Willem-Alexander_of_the_Netherlands
137,7,1752,Willem-Alexander_of_the_Netherlands
138,7,1352,Willem-Alexander_of_the_Netherlands
139,7,1208,Willem-Alexander_of_the_Netherlands
140,7,1188,Willem-Alexander_of_the_Netherlands
141,7,1148,Willem-Alexander_of_the_Netherlands
142,7,1312,Willem-Alexander_of_the_Netherlands
143,7,1556,Willem-Alexander_of_the_Netherlands
144,7,1346,Willem-Alexander_of_the_Netherlands
145,7,1435,Willem-Alexander_of_the_Netherlands
146,7,1442,Willem-Alexander_of_the_Netherlands
147,7,3078,Willem-Alexander_of_the_Netherlands
148,7,1407,Willem-Alexander_of_the_Netherlands
149,7,1265,Willem-Alexander_of_the_Netherlands
150,7,2544,Willem-Alexander_of_the_Netherlands
151,7,2051,Willem-Alexander_of_the_Netherlands
152,7,1606,Willem-Alexander_of_the_Netherlands
153,7,1953,Willem-Alexander_of_the_Netherlands
154,7,1301,Willem-Alexander_of_the_Netherlands
155,7,1667,Willem-Alexander_of_the_Netherlands
156,7,1263,Willem-Alexander_of_the_Netherlands
157,7,1352,Willem-Alexander_of_the_Netherlands
158,7,1341,Willem-Alexander_of_the_Netherlands
159,7,1263,Willem-Alexander_of_the_Netherlands
160,7,1124,Willem-Alexander_of_the_Netherlands
161,7,1155,Willem-Alexander_of_the_Netherlands
162,7,1098,Willem-Alexander_of_the_Netherlands
163,7,1157,Willem-Alexander_of_the_Netherlands
164,7,1161,Willem-Alexander_of_the_Netherlands
165,7,1220,Willem-Alexander_of_the_Netherlands
166,7,1082,Willem-Alexander_of_the_Netherlands
167,7,1115,Willem-Alexander_of_the_Netherlands
