bin,binSize,median,article
0,7,551,"Aiko,_Princess_Toshi"
1,7,499,"Aiko,_Princess_Toshi"
2,7,467,"Aiko,_Princess_Toshi"
3,7,501,"Aiko,_Princess_Toshi"
4,7,531,"Aiko,_Princess_Toshi"
5,7,652,"Aiko,_Princess_Toshi"
6,7,1334,"Aiko,_Princess_Toshi"
7,7,521,"Aiko,_Princess_Toshi"
8,7,510,"Aiko,_Princess_Toshi"
9,7,548,"Aiko,_Princess_Toshi"
10,7,568,"Aiko,_Princess_Toshi"
11,7,740,"Aiko,_Princess_Toshi"
12,7,668,"Aiko,_Princess_Toshi"
13,7,514,"Aiko,_Princess_Toshi"
14,7,527,"Aiko,_Princess_Toshi"
15,7,506,"Aiko,_Princess_Toshi"
16,7,491,"Aiko,_Princess_Toshi"
17,7,520,"Aiko,_Princess_Toshi"
18,7,535,"Aiko,_Princess_Toshi"
19,7,598,"Aiko,_Princess_Toshi"
20,7,587,"Aiko,_Princess_Toshi"
21,7,663,"Aiko,_Princess_Toshi"
22,7,856,"Aiko,_Princess_Toshi"
23,7,731,"Aiko,_Princess_Toshi"
24,7,621,"Aiko,_Princess_Toshi"
25,7,629,"Aiko,_Princess_Toshi"
26,7,729,"Aiko,_Princess_Toshi"
27,7,726,"Aiko,_Princess_Toshi"
28,7,618,"Aiko,_Princess_Toshi"
29,7,713,"Aiko,_Princess_Toshi"
30,7,1203,"Aiko,_Princess_Toshi"
31,7,633,"Aiko,_Princess_Toshi"
32,7,607,"Aiko,_Princess_Toshi"
33,7,618,"Aiko,_Princess_Toshi"
34,7,631,"Aiko,_Princess_Toshi"
35,7,617,"Aiko,_Princess_Toshi"
36,7,569,"Aiko,_Princess_Toshi"
37,7,545,"Aiko,_Princess_Toshi"
38,7,580,"Aiko,_Princess_Toshi"
39,7,561,"Aiko,_Princess_Toshi"
40,7,630,"Aiko,_Princess_Toshi"
41,7,659,"Aiko,_Princess_Toshi"
42,7,671,"Aiko,_Princess_Toshi"
43,7,722,"Aiko,_Princess_Toshi"
44,7,611,"Aiko,_Princess_Toshi"
45,7,603,"Aiko,_Princess_Toshi"
46,7,606,"Aiko,_Princess_Toshi"
47,7,654,"Aiko,_Princess_Toshi"
48,7,569,"Aiko,_Princess_Toshi"
49,7,587,"Aiko,_Princess_Toshi"
50,7,535,"Aiko,_Princess_Toshi"
51,7,569,"Aiko,_Princess_Toshi"
52,7,522,"Aiko,_Princess_Toshi"
53,7,579,"Aiko,_Princess_Toshi"
54,7,847,"Aiko,_Princess_Toshi"
55,7,622,"Aiko,_Princess_Toshi"
56,7,599,"Aiko,_Princess_Toshi"
