bin,binSize,median,article
0,7,128,"Tom_Davies_(footballer,_born_1998)"
1,7,99,"Tom_Davies_(footballer,_born_1998)"
2,7,70,"Tom_Davies_(footballer,_born_1998)"
3,7,69,"Tom_Davies_(footballer,_born_1998)"
4,7,205,"Tom_Davies_(footballer,_born_1998)"
5,7,73,"Tom_Davies_(footballer,_born_1998)"
6,7,55,"Tom_Davies_(footballer,_born_1998)"
7,7,58,"Tom_Davies_(footballer,_born_1998)"
8,7,68,"Tom_Davies_(footballer,_born_1998)"
9,7,68,"Tom_Davies_(footballer,_born_1998)"
10,7,130,"Tom_Davies_(footballer,_born_1998)"
11,7,92,"Tom_Davies_(footballer,_born_1998)"
12,7,91,"Tom_Davies_(footballer,_born_1998)"
13,7,119,"Tom_Davies_(footballer,_born_1998)"
14,7,182,"Tom_Davies_(footballer,_born_1998)"
15,7,265,"Tom_Davies_(footballer,_born_1998)"
16,7,283,"Tom_Davies_(footballer,_born_1998)"
17,7,183,"Tom_Davies_(footballer,_born_1998)"
18,7,174,"Tom_Davies_(footballer,_born_1998)"
19,7,284,"Tom_Davies_(footballer,_born_1998)"
20,7,155,"Tom_Davies_(footballer,_born_1998)"
21,7,216,"Tom_Davies_(footballer,_born_1998)"
22,7,114,"Tom_Davies_(footballer,_born_1998)"
23,7,103,"Tom_Davies_(footballer,_born_1998)"
24,7,90,"Tom_Davies_(footballer,_born_1998)"
25,7,76,"Tom_Davies_(footballer,_born_1998)"
26,7,69,"Tom_Davies_(footballer,_born_1998)"
27,7,71,"Tom_Davies_(footballer,_born_1998)"
28,7,80,"Tom_Davies_(footballer,_born_1998)"
29,7,147,"Tom_Davies_(footballer,_born_1998)"
30,7,79,"Tom_Davies_(footballer,_born_1998)"
31,7,84,"Tom_Davies_(footballer,_born_1998)"
32,7,82,"Tom_Davies_(footballer,_born_1998)"
33,7,83,"Tom_Davies_(footballer,_born_1998)"
34,7,104,"Tom_Davies_(footballer,_born_1998)"
35,7,103,"Tom_Davies_(footballer,_born_1998)"
36,7,321,"Tom_Davies_(footballer,_born_1998)"
37,7,871,"Tom_Davies_(footballer,_born_1998)"
38,7,316,"Tom_Davies_(footballer,_born_1998)"
39,7,4933,"Tom_Davies_(footballer,_born_1998)"
40,7,1039,"Tom_Davies_(footballer,_born_1998)"
41,7,676,"Tom_Davies_(footballer,_born_1998)"
42,7,741,"Tom_Davies_(footballer,_born_1998)"
43,7,319,"Tom_Davies_(footballer,_born_1998)"
44,7,279,"Tom_Davies_(footballer,_born_1998)"
45,7,629,"Tom_Davies_(footballer,_born_1998)"
46,7,728,"Tom_Davies_(footballer,_born_1998)"
47,7,502,"Tom_Davies_(footballer,_born_1998)"
48,7,581,"Tom_Davies_(footballer,_born_1998)"
49,7,582,"Tom_Davies_(footballer,_born_1998)"
