bin,binSize,median,article
0,7,886,"Princess_Alexandra,_The_Honourable_Lady_Ogilvy"
1,7,1432,"Princess_Alexandra,_The_Honourable_Lady_Ogilvy"
2,7,1169,"Princess_Alexandra,_The_Honourable_Lady_Ogilvy"
3,7,1096,"Princess_Alexandra,_The_Honourable_Lady_Ogilvy"
4,7,1041,"Princess_Alexandra,_The_Honourable_Lady_Ogilvy"
5,7,927,"Princess_Alexandra,_The_Honourable_Lady_Ogilvy"
6,7,921,"Princess_Alexandra,_The_Honourable_Lady_Ogilvy"
7,7,927,"Princess_Alexandra,_The_Honourable_Lady_Ogilvy"
8,7,1025,"Princess_Alexandra,_The_Honourable_Lady_Ogilvy"
9,7,1022,"Princess_Alexandra,_The_Honourable_Lady_Ogilvy"
10,7,1109,"Princess_Alexandra,_The_Honourable_Lady_Ogilvy"
11,7,838,"Princess_Alexandra,_The_Honourable_Lady_Ogilvy"
12,7,816,"Princess_Alexandra,_The_Honourable_Lady_Ogilvy"
13,7,877,"Princess_Alexandra,_The_Honourable_Lady_Ogilvy"
14,7,781,"Princess_Alexandra,_The_Honourable_Lady_Ogilvy"
15,7,799,"Princess_Alexandra,_The_Honourable_Lady_Ogilvy"
16,7,859,"Princess_Alexandra,_The_Honourable_Lady_Ogilvy"
17,7,826,"Princess_Alexandra,_The_Honourable_Lady_Ogilvy"
18,7,850,"Princess_Alexandra,_The_Honourable_Lady_Ogilvy"
19,7,830,"Princess_Alexandra,_The_Honourable_Lady_Ogilvy"
20,7,845,"Princess_Alexandra,_The_Honourable_Lady_Ogilvy"
21,7,756,"Princess_Alexandra,_The_Honourable_Lady_Ogilvy"
22,7,869,"Princess_Alexandra,_The_Honourable_Lady_Ogilvy"
23,7,899,"Princess_Alexandra,_The_Honourable_Lady_Ogilvy"
24,7,1005,"Princess_Alexandra,_The_Honourable_Lady_Ogilvy"
25,7,1106,"Princess_Alexandra,_The_Honourable_Lady_Ogilvy"
26,7,1084,"Princess_Alexandra,_The_Honourable_Lady_Ogilvy"
27,7,1112,"Princess_Alexandra,_The_Honourable_Lady_Ogilvy"
28,7,972,"Princess_Alexandra,_The_Honourable_Lady_Ogilvy"
29,7,910,"Princess_Alexandra,_The_Honourable_Lady_Ogilvy"
30,7,908,"Princess_Alexandra,_The_Honourable_Lady_Ogilvy"
31,7,942,"Princess_Alexandra,_The_Honourable_Lady_Ogilvy"
32,7,834,"Princess_Alexandra,_The_Honourable_Lady_Ogilvy"
33,7,842,"Princess_Alexandra,_The_Honourable_Lady_Ogilvy"
34,7,979,"Princess_Alexandra,_The_Honourable_Lady_Ogilvy"
35,7,797,"Princess_Alexandra,_The_Honourable_Lady_Ogilvy"
36,7,866,"Princess_Alexandra,_The_Honourable_Lady_Ogilvy"
37,7,921,"Princess_Alexandra,_The_Honourable_Lady_Ogilvy"
38,7,1559,"Princess_Alexandra,_The_Honourable_Lady_Ogilvy"
39,7,949,"Princess_Alexandra,_The_Honourable_Lady_Ogilvy"
40,7,929,"Princess_Alexandra,_The_Honourable_Lady_Ogilvy"
41,7,1222,"Princess_Alexandra,_The_Honourable_Lady_Ogilvy"
42,7,4624,"Princess_Alexandra,_The_Honourable_Lady_Ogilvy"
43,7,1848,"Princess_Alexandra,_The_Honourable_Lady_Ogilvy"
44,7,1407,"Princess_Alexandra,_The_Honourable_Lady_Ogilvy"
45,7,1380,"Princess_Alexandra,_The_Honourable_Lady_Ogilvy"
46,7,1055,"Princess_Alexandra,_The_Honourable_Lady_Ogilvy"
47,7,794,"Princess_Alexandra,_The_Honourable_Lady_Ogilvy"
48,7,975,"Princess_Alexandra,_The_Honourable_Lady_Ogilvy"
49,7,2654,"Princess_Alexandra,_The_Honourable_Lady_Ogilvy"
50,7,1615,"Princess_Alexandra,_The_Honourable_Lady_Ogilvy"
51,7,1147,"Princess_Alexandra,_The_Honourable_Lady_Ogilvy"
52,7,1127,"Princess_Alexandra,_The_Honourable_Lady_Ogilvy"
53,7,1155,"Princess_Alexandra,_The_Honourable_Lady_Ogilvy"
54,7,779,"Princess_Alexandra,_The_Honourable_Lady_Ogilvy"
55,7,798,"Princess_Alexandra,_The_Honourable_Lady_Ogilvy"
56,7,991,"Princess_Alexandra,_The_Honourable_Lady_Ogilvy"
57,7,948,"Princess_Alexandra,_The_Honourable_Lady_Ogilvy"
58,7,974,"Princess_Alexandra,_The_Honourable_Lady_Ogilvy"
59,7,888,"Princess_Alexandra,_The_Honourable_Lady_Ogilvy"
