bin,binSize,median,article,timestamp
0,7,555,"Chris_Wood_(footballer,_born_1991)",20150701
1,7,404,"Chris_Wood_(footballer,_born_1991)",20150701
2,7,306,"Chris_Wood_(footballer,_born_1991)",20150701
3,7,293,"Chris_Wood_(footballer,_born_1991)",20150701
4,7,623,"Chris_Wood_(footballer,_born_1991)",20150701
5,7,505,"Chris_Wood_(footballer,_born_1991)",20150701
6,7,450,"Chris_Wood_(footballer,_born_1991)",20150701
7,7,479,"Chris_Wood_(footballer,_born_1991)",20150701
8,7,840,"Chris_Wood_(footballer,_born_1991)",20150701
9,7,297,"Chris_Wood_(footballer,_born_1991)",20150701
10,7,254,"Chris_Wood_(footballer,_born_1991)",20150701
11,7,276,"Chris_Wood_(footballer,_born_1991)",20150701
12,7,255,"Chris_Wood_(footballer,_born_1991)",20150701
13,7,188,"Chris_Wood_(footballer,_born_1991)",20150701
14,7,176,"Chris_Wood_(footballer,_born_1991)",20150701
15,7,302,"Chris_Wood_(footballer,_born_1991)",20150701
16,7,253,"Chris_Wood_(footballer,_born_1991)",20150701
17,7,248,"Chris_Wood_(footballer,_born_1991)",20150701
18,7,257,"Chris_Wood_(footballer,_born_1991)",20150701
19,7,261,"Chris_Wood_(footballer,_born_1991)",20150701
20,7,263,"Chris_Wood_(footballer,_born_1991)",20150701
21,7,217,"Chris_Wood_(footballer,_born_1991)",20150701
22,7,300,"Chris_Wood_(footballer,_born_1991)",20150701
23,7,235,"Chris_Wood_(footballer,_born_1991)",20150701
24,7,355,"Chris_Wood_(footballer,_born_1991)",20150701
25,7,229,"Chris_Wood_(footballer,_born_1991)",20150701
26,7,291,"Chris_Wood_(footballer,_born_1991)",20150701
27,7,268,"Chris_Wood_(footballer,_born_1991)",20150701
28,7,306,"Chris_Wood_(footballer,_born_1991)",20150701
29,7,283,"Chris_Wood_(footballer,_born_1991)",20150701
30,7,248,"Chris_Wood_(footballer,_born_1991)",20150701
31,7,276,"Chris_Wood_(footballer,_born_1991)",20150701
32,7,213,"Chris_Wood_(footballer,_born_1991)",20150701
33,7,214,"Chris_Wood_(footballer,_born_1991)",20150701
34,7,196,"Chris_Wood_(footballer,_born_1991)",20150701
35,7,202,"Chris_Wood_(footballer,_born_1991)",20150701
36,7,237,"Chris_Wood_(footballer,_born_1991)",20150701
37,7,196,"Chris_Wood_(footballer,_born_1991)",20150701
38,7,212,"Chris_Wood_(footballer,_born_1991)",20150701
39,7,205,"Chris_Wood_(footballer,_born_1991)",20150701
40,7,343,"Chris_Wood_(footballer,_born_1991)",20150701
41,7,396,"Chris_Wood_(footballer,_born_1991)",20150701
42,7,288,"Chris_Wood_(footballer,_born_1991)",20150701
43,7,265,"Chris_Wood_(footballer,_born_1991)",20150701
44,7,347,"Chris_Wood_(footballer,_born_1991)",20150701
45,7,267,"Chris_Wood_(footballer,_born_1991)",20150701
46,7,255,"Chris_Wood_(footballer,_born_1991)",20150701
47,7,343,"Chris_Wood_(footballer,_born_1991)",20150701
48,7,377,"Chris_Wood_(footballer,_born_1991)",20150701
49,7,441,"Chris_Wood_(footballer,_born_1991)",20150701
50,7,226,"Chris_Wood_(footballer,_born_1991)",20150701
51,7,220,"Chris_Wood_(footballer,_born_1991)",20150701
52,7,243,"Chris_Wood_(footballer,_born_1991)",20150701
53,7,299,"Chris_Wood_(footballer,_born_1991)",20150701
54,7,262,"Chris_Wood_(footballer,_born_1991)",20150701
55,7,209,"Chris_Wood_(footballer,_born_1991)",20150701
56,7,237,"Chris_Wood_(footballer,_born_1991)",20150701
57,7,317,"Chris_Wood_(footballer,_born_1991)",20150701
58,7,362,"Chris_Wood_(footballer,_born_1991)",20150701
59,7,359,"Chris_Wood_(footballer,_born_1991)",20150701
60,7,227,"Chris_Wood_(footballer,_born_1991)",20150701
61,7,240,"Chris_Wood_(footballer,_born_1991)",20150701
62,7,249,"Chris_Wood_(footballer,_born_1991)",20150701
63,7,360,"Chris_Wood_(footballer,_born_1991)",20150701
64,7,718,"Chris_Wood_(footballer,_born_1991)",20150701
65,7,325,"Chris_Wood_(footballer,_born_1991)",20150701
66,7,364,"Chris_Wood_(footballer,_born_1991)",20150701
67,7,343,"Chris_Wood_(footballer,_born_1991)",20150701
68,7,315,"Chris_Wood_(footballer,_born_1991)",20150701
69,7,465,"Chris_Wood_(footballer,_born_1991)",20150701
70,7,611,"Chris_Wood_(footballer,_born_1991)",20150701
71,7,429,"Chris_Wood_(footballer,_born_1991)",20150701
72,7,319,"Chris_Wood_(footballer,_born_1991)",20150701
73,7,263,"Chris_Wood_(footballer,_born_1991)",20150701
74,7,808,"Chris_Wood_(footballer,_born_1991)",20150701
75,7,404,"Chris_Wood_(footballer,_born_1991)",20150701
76,7,417,"Chris_Wood_(footballer,_born_1991)",20150701
77,7,303,"Chris_Wood_(footballer,_born_1991)",20150701
78,7,560,"Chris_Wood_(footballer,_born_1991)",20150701
79,7,587,"Chris_Wood_(footballer,_born_1991)",20150701
80,7,935,"Chris_Wood_(footballer,_born_1991)",20150701
81,7,1138,"Chris_Wood_(footballer,_born_1991)",20150701
82,7,983,"Chris_Wood_(footballer,_born_1991)",20150701
83,7,680,"Chris_Wood_(footballer,_born_1991)",20150701
84,7,599,"Chris_Wood_(footballer,_born_1991)",20150701
85,7,525,"Chris_Wood_(footballer,_born_1991)",20150701
86,7,489,"Chris_Wood_(footballer,_born_1991)",20150701
87,7,1313,"Chris_Wood_(footballer,_born_1991)",20150701
88,7,739,"Chris_Wood_(footballer,_born_1991)",20150701
89,7,1587,"Chris_Wood_(footballer,_born_1991)",20150701
90,7,1226,"Chris_Wood_(footballer,_born_1991)",20150701
91,7,852,"Chris_Wood_(footballer,_born_1991)",20150701
92,7,781,"Chris_Wood_(footballer,_born_1991)",20150701
93,7,1350,"Chris_Wood_(footballer,_born_1991)",20150701
94,7,929,"Chris_Wood_(footballer,_born_1991)",20150701
95,7,856,"Chris_Wood_(footballer,_born_1991)",20150701
96,7,641,"Chris_Wood_(footballer,_born_1991)",20150701
97,7,809,"Chris_Wood_(footballer,_born_1991)",20150701
98,7,878,"Chris_Wood_(footballer,_born_1991)",20150701
99,7,937,"Chris_Wood_(footballer,_born_1991)",20150701
100,7,658,"Chris_Wood_(footballer,_born_1991)",20150701
101,7,835,"Chris_Wood_(footballer,_born_1991)",20150701
