bin,binSize,median,article,timestamp
0,7,0,"Meghan,_Duchess_of_Sussex",20171127
1,7,0,"Meghan,_Duchess_of_Sussex",20171127
2,7,0,"Meghan,_Duchess_of_Sussex",20171127
3,7,0,"Meghan,_Duchess_of_Sussex",20171127
4,7,0,"Meghan,_Duchess_of_Sussex",20171127
5,7,0,"Meghan,_Duchess_of_Sussex",20171127
6,7,0,"Meghan,_Duchess_of_Sussex",20171127
7,7,0,"Meghan,_Duchess_of_Sussex",20171127
8,7,0,"Meghan,_Duchess_of_Sussex",20171127
9,7,0,"Meghan,_Duchess_of_Sussex",20171127
10,7,0,"Meghan,_Duchess_of_Sussex",20171127
11,7,0,"Meghan,_Duchess_of_Sussex",20171127
12,7,0,"Meghan,_Duchess_of_Sussex",20171127
13,7,0,"Meghan,_Duchess_of_Sussex",20171127
14,7,0,"Meghan,_Duchess_of_Sussex",20171127
15,7,0,"Meghan,_Duchess_of_Sussex",20171127
16,7,0,"Meghan,_Duchess_of_Sussex",20171127
17,7,0,"Meghan,_Duchess_of_Sussex",20171127
18,7,0,"Meghan,_Duchess_of_Sussex",20171127
19,7,0,"Meghan,_Duchess_of_Sussex",20171127
20,7,0,"Meghan,_Duchess_of_Sussex",20171127
21,7,0,"Meghan,_Duchess_of_Sussex",20171127
22,7,0,"Meghan,_Duchess_of_Sussex",20171127
23,7,0,"Meghan,_Duchess_of_Sussex",20171127
24,7,5,"Meghan,_Duchess_of_Sussex",20171127
25,7,312149,"Meghan,_Duchess_of_Sussex",20171127
26,7,8010,"Meghan,_Duchess_of_Sussex",20171127
27,7,2041,"Meghan,_Duchess_of_Sussex",20171127
28,7,1219,"Meghan,_Duchess_of_Sussex",20171127
29,7,921,"Meghan,_Duchess_of_Sussex",20171127
30,7,626,"Meghan,_Duchess_of_Sussex",20171127
31,7,904,"Meghan,_Duchess_of_Sussex",20171127
32,7,14539,"Meghan,_Duchess_of_Sussex",20171127
33,7,17900,"Meghan,_Duchess_of_Sussex",20171127
34,7,13951,"Meghan,_Duchess_of_Sussex",20171127
35,7,18412,"Meghan,_Duchess_of_Sussex",20171127
36,7,12504,"Meghan,_Duchess_of_Sussex",20171127
37,7,11496,"Meghan,_Duchess_of_Sussex",20171127
38,7,10914,"Meghan,_Duchess_of_Sussex",20171127
39,7,9791,"Meghan,_Duchess_of_Sussex",20171127
40,7,9418,"Meghan,_Duchess_of_Sussex",20171127
41,7,8476,"Meghan,_Duchess_of_Sussex",20171127
