bin,binSize,median,article
0,7,207,Anuradha_Sriram
1,7,294,Anuradha_Sriram
2,7,267,Anuradha_Sriram
3,7,281,Anuradha_Sriram
4,7,222,Anuradha_Sriram
5,7,252,Anuradha_Sriram
6,7,310,Anuradha_Sriram
7,7,349,Anuradha_Sriram
8,7,266,Anuradha_Sriram
9,7,247,Anuradha_Sriram
10,7,286,Anuradha_Sriram
11,7,322,Anuradha_Sriram
12,7,254,Anuradha_Sriram
13,7,218,Anuradha_Sriram
14,7,244,Anuradha_Sriram
15,7,330,Anuradha_Sriram
16,7,465,Anuradha_Sriram
17,7,281,Anuradha_Sriram
18,7,246,Anuradha_Sriram
19,7,315,Anuradha_Sriram
20,7,324,Anuradha_Sriram
21,7,321,Anuradha_Sriram
22,7,232,Anuradha_Sriram
23,7,399,Anuradha_Sriram
24,7,384,Anuradha_Sriram
25,7,332,Anuradha_Sriram
26,7,297,Anuradha_Sriram
27,7,303,Anuradha_Sriram
28,7,338,Anuradha_Sriram
29,7,260,Anuradha_Sriram
30,7,376,Anuradha_Sriram
31,7,264,Anuradha_Sriram
32,7,324,Anuradha_Sriram
33,7,288,Anuradha_Sriram
34,7,434,Anuradha_Sriram
35,7,582,Anuradha_Sriram
36,7,497,Anuradha_Sriram
37,7,286,Anuradha_Sriram
38,7,978,Anuradha_Sriram
39,7,444,Anuradha_Sriram
40,7,311,Anuradha_Sriram
41,7,280,Anuradha_Sriram
42,7,327,Anuradha_Sriram
43,7,272,Anuradha_Sriram
44,7,425,Anuradha_Sriram
45,7,251,Anuradha_Sriram
46,7,255,Anuradha_Sriram
47,7,250,Anuradha_Sriram
48,7,307,Anuradha_Sriram
49,7,466,Anuradha_Sriram
50,7,299,Anuradha_Sriram
51,7,5196,Anuradha_Sriram
52,7,356,Anuradha_Sriram
53,7,297,Anuradha_Sriram
54,7,282,Anuradha_Sriram
55,7,680,Anuradha_Sriram
56,7,550,Anuradha_Sriram
57,7,909,Anuradha_Sriram
58,7,288,Anuradha_Sriram
59,7,261,Anuradha_Sriram
60,7,291,Anuradha_Sriram
61,7,234,Anuradha_Sriram
62,7,275,Anuradha_Sriram
63,7,249,Anuradha_Sriram
64,7,261,Anuradha_Sriram
65,7,235,Anuradha_Sriram
66,7,281,Anuradha_Sriram
67,7,396,Anuradha_Sriram
68,7,280,Anuradha_Sriram
69,7,273,Anuradha_Sriram
70,7,276,Anuradha_Sriram
71,7,239,Anuradha_Sriram
72,7,266,Anuradha_Sriram
73,7,314,Anuradha_Sriram
74,7,276,Anuradha_Sriram
75,7,226,Anuradha_Sriram
76,7,217,Anuradha_Sriram
77,7,281,Anuradha_Sriram
78,7,264,Anuradha_Sriram
79,7,319,Anuradha_Sriram
80,7,221,Anuradha_Sriram
81,7,324,Anuradha_Sriram
82,7,241,Anuradha_Sriram
83,7,384,Anuradha_Sriram
84,7,212,Anuradha_Sriram
85,7,253,Anuradha_Sriram
86,7,284,Anuradha_Sriram
87,7,262,Anuradha_Sriram
88,7,254,Anuradha_Sriram
89,7,253,Anuradha_Sriram
90,7,273,Anuradha_Sriram
91,7,267,Anuradha_Sriram
92,7,236,Anuradha_Sriram
93,7,254,Anuradha_Sriram
94,7,232,Anuradha_Sriram
95,7,216,Anuradha_Sriram
96,7,190,Anuradha_Sriram
97,7,191,Anuradha_Sriram
98,7,213,Anuradha_Sriram
99,7,214,Anuradha_Sriram
100,7,214,Anuradha_Sriram
101,7,218,Anuradha_Sriram
102,7,211,Anuradha_Sriram
103,7,193,Anuradha_Sriram
104,7,178,Anuradha_Sriram
105,7,201,Anuradha_Sriram
106,7,202,Anuradha_Sriram
107,7,174,Anuradha_Sriram
108,7,181,Anuradha_Sriram
109,7,163,Anuradha_Sriram
110,7,189,Anuradha_Sriram
111,7,173,Anuradha_Sriram
112,7,177,Anuradha_Sriram
113,7,169,Anuradha_Sriram
114,7,168,Anuradha_Sriram
115,7,196,Anuradha_Sriram
116,7,186,Anuradha_Sriram
117,7,178,Anuradha_Sriram
118,7,173,Anuradha_Sriram
119,7,195,Anuradha_Sriram
120,7,223,Anuradha_Sriram
121,7,203,Anuradha_Sriram
122,7,211,Anuradha_Sriram
123,7,215,Anuradha_Sriram
124,7,205,Anuradha_Sriram
125,7,215,Anuradha_Sriram
126,7,208,Anuradha_Sriram
127,7,256,Anuradha_Sriram
128,7,221,Anuradha_Sriram
129,7,227,Anuradha_Sriram
130,7,238,Anuradha_Sriram
131,7,286,Anuradha_Sriram
132,7,275,Anuradha_Sriram
133,7,250,Anuradha_Sriram
134,7,970,Anuradha_Sriram
135,7,639,Anuradha_Sriram
136,7,636,Anuradha_Sriram
137,7,513,Anuradha_Sriram
138,7,494,Anuradha_Sriram
139,7,451,Anuradha_Sriram
140,7,478,Anuradha_Sriram
141,7,829,Anuradha_Sriram
142,7,693,Anuradha_Sriram
143,7,670,Anuradha_Sriram
144,7,563,Anuradha_Sriram
145,7,546,Anuradha_Sriram
146,7,464,Anuradha_Sriram
147,7,618,Anuradha_Sriram
148,7,447,Anuradha_Sriram
149,7,343,Anuradha_Sriram
150,7,530,Anuradha_Sriram
151,7,537,Anuradha_Sriram
152,7,550,Anuradha_Sriram
153,7,595,Anuradha_Sriram
154,7,458,Anuradha_Sriram
155,7,447,Anuradha_Sriram
156,7,402,Anuradha_Sriram
