bin,binSize,pageviews_median,pageviews_sum,timestamp,article
0,7,441.22836949620375,5268.9842403695675,20150701,Laurence_Harvey
1,7,551.5406230342185,5305.1021873261225,20150708,Laurence_Harvey
2,7,530.6015838598048,4304.976765399633,20150715,Laurence_Harvey
3,7,471.23682062417885,3396.0729102612436,20150722,Laurence_Harvey
4,7,529.6602165696097,3672.3320129108474,20150729,Laurence_Harvey
5,7,495.1290167000242,3582.7990925577924,20150805,Laurence_Harvey
6,7,468.1331867096899,4552.474076721094,20150812,Laurence_Harvey
7,7,416.3316219993112,3033.779212722354,20150819,Laurence_Harvey
8,7,501.98385812947816,5542.589360761136,20150826,Laurence_Harvey
9,7,553.7768887270684,4826.093249353238,20150902,Laurence_Harvey
10,7,505.60521807094426,3493.2527698090075,20150909,Laurence_Harvey
11,7,429.1040452061014,3427.9036223547146,20150916,Laurence_Harvey
12,7,439.05058401086956,3898.1571501562507,20150923,Laurence_Harvey
13,7,488.6695945332064,4971.041271231317,20150930,Laurence_Harvey
14,7,573.1735975456853,6846.31312845103,20151007,Laurence_Harvey
15,7,497.3382268498196,3348.0458428929433,20151014,Laurence_Harvey
16,7,851.4391942834587,6529.684503022289,20151021,Laurence_Harvey
17,7,461.7611342772372,3454.8051663932492,20151028,Laurence_Harvey
18,7,467.328797323519,3425.716371199373,20151103,Laurence_Harvey
19,7,439.22394439799774,3625.2644731122064,20151110,Laurence_Harvey
20,7,474.07601914382815,5884.275582953288,20151117,Laurence_Harvey
21,7,643.2158892420289,4979.1228984056015,20151124,Laurence_Harvey
22,7,388.1038811785817,3315.20970940354,20151201,Laurence_Harvey
23,7,513.0769501788943,3555.771555509331,20151208,Laurence_Harvey
24,7,463.8188837299568,3701.8240737691654,20151215,Laurence_Harvey
25,7,610.2898521510348,4032.0798207660005,20151222,Laurence_Harvey
26,7,590.0345600113681,4715.548355212923,20151229,Laurence_Harvey
27,7,492.7120539441333,3694.98119578957,20160105,Laurence_Harvey
28,7,431.6264033334311,3151.2141660777893,20160112,Laurence_Harvey
29,7,507.37008754599424,3505.7981463393394,20160119,Laurence_Harvey
30,7,587.7063532730132,4603.303176965518,20160126,Laurence_Harvey
31,7,501.0259132532752,3741.363984166912,20160202,Laurence_Harvey
32,7,533.1934861611231,4713.098702303406,20160209,Laurence_Harvey
