bin,binSize,median,article
0,7,134,Mike_McGear
1,7,136,Mike_McGear
2,7,135,Mike_McGear
3,7,141,Mike_McGear
4,7,203,Mike_McGear
5,7,133,Mike_McGear
6,7,146,Mike_McGear
7,7,273,Mike_McGear
8,7,171,Mike_McGear
9,7,157,Mike_McGear
10,7,161,Mike_McGear
11,7,147,Mike_McGear
12,7,143,Mike_McGear
13,7,313,Mike_McGear
14,7,229,Mike_McGear
15,7,188,Mike_McGear
16,7,162,Mike_McGear
17,7,147,Mike_McGear
18,7,158,Mike_McGear
19,7,165,Mike_McGear
20,7,139,Mike_McGear
21,7,152,Mike_McGear
22,7,168,Mike_McGear
23,7,188,Mike_McGear
24,7,184,Mike_McGear
25,7,203,Mike_McGear
26,7,314,Mike_McGear
27,7,329,Mike_McGear
28,7,170,Mike_McGear
29,7,202,Mike_McGear
30,7,394,Mike_McGear
31,7,160,Mike_McGear
32,7,173,Mike_McGear
33,7,170,Mike_McGear
34,7,157,Mike_McGear
35,7,185,Mike_McGear
36,7,215,Mike_McGear
37,7,181,Mike_McGear
38,7,179,Mike_McGear
39,7,151,Mike_McGear
40,7,162,Mike_McGear
41,7,182,Mike_McGear
42,7,188,Mike_McGear
43,7,197,Mike_McGear
44,7,184,Mike_McGear
45,7,174,Mike_McGear
46,7,211,Mike_McGear
47,7,190,Mike_McGear
48,7,194,Mike_McGear
49,7,236,Mike_McGear
50,7,183,Mike_McGear
51,7,153,Mike_McGear
52,7,147,Mike_McGear
53,7,269,Mike_McGear
54,7,278,Mike_McGear
55,7,263,Mike_McGear
56,7,271,Mike_McGear
57,7,205,Mike_McGear
58,7,310,Mike_McGear
59,7,301,Mike_McGear
60,7,310,Mike_McGear
61,7,299,Mike_McGear
62,7,285,Mike_McGear
63,7,363,Mike_McGear
64,7,320,Mike_McGear
65,7,294,Mike_McGear
66,7,333,Mike_McGear
67,7,342,Mike_McGear
68,7,331,Mike_McGear
69,7,267,Mike_McGear
70,7,287,Mike_McGear
71,7,300,Mike_McGear
72,7,314,Mike_McGear
73,7,347,Mike_McGear
74,7,312,Mike_McGear
75,7,329,Mike_McGear
76,7,346,Mike_McGear
77,7,378,Mike_McGear
78,7,352,Mike_McGear
79,7,342,Mike_McGear
80,7,276,Mike_McGear
81,7,313,Mike_McGear
82,7,269,Mike_McGear
83,7,270,Mike_McGear
84,7,334,Mike_McGear
85,7,327,Mike_McGear
86,7,353,Mike_McGear
87,7,333,Mike_McGear
88,7,328,Mike_McGear
89,7,324,Mike_McGear
90,7,344,Mike_McGear
91,7,307,Mike_McGear
92,7,325,Mike_McGear
93,7,347,Mike_McGear
94,7,331,Mike_McGear
95,7,334,Mike_McGear
96,7,383,Mike_McGear
97,7,378,Mike_McGear
98,7,326,Mike_McGear
99,7,415,Mike_McGear
100,7,478,Mike_McGear
101,7,416,Mike_McGear
102,7,532,Mike_McGear
103,7,503,Mike_McGear
104,7,426,Mike_McGear
105,7,518,Mike_McGear
106,7,403,Mike_McGear
107,7,414,Mike_McGear
108,7,353,Mike_McGear
109,7,339,Mike_McGear
110,7,344,Mike_McGear
111,7,295,Mike_McGear
112,7,299,Mike_McGear
113,7,318,Mike_McGear
114,7,315,Mike_McGear
115,7,396,Mike_McGear
116,7,376,Mike_McGear
117,7,380,Mike_McGear
118,7,393,Mike_McGear
119,7,365,Mike_McGear
120,7,359,Mike_McGear
121,7,340,Mike_McGear
122,7,314,Mike_McGear
123,7,361,Mike_McGear
124,7,325,Mike_McGear
125,7,303,Mike_McGear
126,7,435,Mike_McGear
127,7,512,Mike_McGear
128,7,375,Mike_McGear
129,7,444,Mike_McGear
130,7,456,Mike_McGear
131,7,520,Mike_McGear
132,7,395,Mike_McGear
133,7,419,Mike_McGear
134,7,407,Mike_McGear
135,7,308,Mike_McGear
136,7,360,Mike_McGear
137,7,360,Mike_McGear
138,7,357,Mike_McGear
139,7,361,Mike_McGear
140,7,394,Mike_McGear
141,7,447,Mike_McGear
142,7,430,Mike_McGear
143,7,344,Mike_McGear
144,7,352,Mike_McGear
145,7,341,Mike_McGear
146,7,336,Mike_McGear
147,7,310,Mike_McGear
148,7,400,Mike_McGear
149,7,291,Mike_McGear
150,7,351,Mike_McGear
151,7,317,Mike_McGear
152,7,324,Mike_McGear
153,7,344,Mike_McGear
154,7,461,Mike_McGear
155,7,5553,Mike_McGear
156,7,1689,Mike_McGear
157,7,916,Mike_McGear
158,7,619,Mike_McGear
159,7,513,Mike_McGear
160,7,569,Mike_McGear
161,7,446,Mike_McGear
162,7,442,Mike_McGear
163,7,552,Mike_McGear
164,7,615,Mike_McGear
165,7,482,Mike_McGear
166,7,1070,Mike_McGear
167,7,1046.5,Mike_McGear
