bin,binSize,median,article
0,7,1812,Meredith_McIver
1,7,768,Meredith_McIver
2,7,701,Meredith_McIver
3,7,193,Meredith_McIver
4,7,212,Meredith_McIver
5,7,131,Meredith_McIver
6,7,135,Meredith_McIver
7,7,73,Meredith_McIver
8,7,82,Meredith_McIver
9,7,74,Meredith_McIver
10,7,211,Meredith_McIver
11,7,425,Meredith_McIver
12,7,318,Meredith_McIver
13,7,294,Meredith_McIver
14,7,121,Meredith_McIver
15,7,236,Meredith_McIver
16,7,1252,Meredith_McIver
17,7,288,Meredith_McIver
18,7,105,Meredith_McIver
19,7,73,Meredith_McIver
20,7,60,Meredith_McIver
21,7,55,Meredith_McIver
22,7,50,Meredith_McIver
23,7,61,Meredith_McIver
24,7,70,Meredith_McIver
25,7,114,Meredith_McIver
26,7,938,Meredith_McIver
27,7,336,Meredith_McIver
28,7,181,Meredith_McIver
29,7,185,Meredith_McIver
30,7,116,Meredith_McIver
31,7,64,Meredith_McIver
32,7,64,Meredith_McIver
33,7,60,Meredith_McIver
34,7,54,Meredith_McIver
35,7,60,Meredith_McIver
36,7,75,Meredith_McIver
37,7,69,Meredith_McIver
38,7,93,Meredith_McIver
39,7,95,Meredith_McIver
40,7,74,Meredith_McIver
41,7,58,Meredith_McIver
42,7,69,Meredith_McIver
43,7,92,Meredith_McIver
44,7,134,Meredith_McIver
45,7,43,Meredith_McIver
46,7,41,Meredith_McIver
47,7,33,Meredith_McIver
48,7,29,Meredith_McIver
49,7,27,Meredith_McIver
50,7,46,Meredith_McIver
51,7,53,Meredith_McIver
52,7,36,Meredith_McIver
53,7,38,Meredith_McIver
54,7,26,Meredith_McIver
55,7,25,Meredith_McIver
56,7,27,Meredith_McIver
57,7,26,Meredith_McIver
58,7,34,Meredith_McIver
59,7,21,Meredith_McIver
60,7,25,Meredith_McIver
61,7,40,Meredith_McIver
62,7,31,Meredith_McIver
63,7,52,Meredith_McIver
64,7,35,Meredith_McIver
65,7,41,Meredith_McIver
66,7,32,Meredith_McIver
67,7,32,Meredith_McIver
68,7,45,Meredith_McIver
69,7,27,Meredith_McIver
70,7,48,Meredith_McIver
71,7,49,Meredith_McIver
72,7,35,Meredith_McIver
73,7,22,Meredith_McIver
74,7,24,Meredith_McIver
75,7,37,Meredith_McIver
76,7,81,Meredith_McIver
77,7,47,Meredith_McIver
78,7,45,Meredith_McIver
79,7,41,Meredith_McIver
80,7,45,Meredith_McIver
81,7,38,Meredith_McIver
82,7,43,Meredith_McIver
83,7,31,Meredith_McIver
84,7,32,Meredith_McIver
85,7,32,Meredith_McIver
86,7,36,Meredith_McIver
87,7,49,Meredith_McIver
88,7,35,Meredith_McIver
89,7,30,Meredith_McIver
90,7,35,Meredith_McIver
91,7,54,Meredith_McIver
92,7,57,Meredith_McIver
93,7,40,Meredith_McIver
94,7,46,Meredith_McIver
95,7,28,Meredith_McIver
96,7,27,Meredith_McIver
97,7,33,Meredith_McIver
98,7,31,Meredith_McIver
99,7,25,Meredith_McIver
100,7,51,Meredith_McIver
101,7,26,Meredith_McIver
102,7,33,Meredith_McIver
103,7,46,Meredith_McIver
104,7,35,Meredith_McIver
105,7,38,Meredith_McIver
106,7,49,Meredith_McIver
107,7,30,Meredith_McIver
108,7,59,Meredith_McIver
109,7,121,Meredith_McIver
110,7,71,Meredith_McIver
111,7,47,Meredith_McIver
112,7,50.5,Meredith_McIver
