bin,binSize,median,article,timestamp
0,7,102,"Lewis_Cook_(footballer,_born_1997)",20150701
1,7,97,"Lewis_Cook_(footballer,_born_1997)",20150701
2,7,128,"Lewis_Cook_(footballer,_born_1997)",20150701
3,7,109,"Lewis_Cook_(footballer,_born_1997)",20150701
4,7,139,"Lewis_Cook_(footballer,_born_1997)",20150701
5,7,205,"Lewis_Cook_(footballer,_born_1997)",20150701
6,7,170,"Lewis_Cook_(footballer,_born_1997)",20150701
7,7,128,"Lewis_Cook_(footballer,_born_1997)",20150701
8,7,234,"Lewis_Cook_(footballer,_born_1997)",20150701
9,7,202,"Lewis_Cook_(footballer,_born_1997)",20150701
10,7,104,"Lewis_Cook_(footballer,_born_1997)",20150701
11,7,132,"Lewis_Cook_(footballer,_born_1997)",20150701
12,7,117,"Lewis_Cook_(footballer,_born_1997)",20150701
13,7,105,"Lewis_Cook_(footballer,_born_1997)",20150701
14,7,103,"Lewis_Cook_(footballer,_born_1997)",20150701
15,7,123,"Lewis_Cook_(footballer,_born_1997)",20150701
16,7,132,"Lewis_Cook_(footballer,_born_1997)",20150701
17,7,120,"Lewis_Cook_(footballer,_born_1997)",20150701
18,7,150,"Lewis_Cook_(footballer,_born_1997)",20150701
19,7,154,"Lewis_Cook_(footballer,_born_1997)",20150701
20,7,173,"Lewis_Cook_(footballer,_born_1997)",20150701
21,7,172,"Lewis_Cook_(footballer,_born_1997)",20150701
22,7,140,"Lewis_Cook_(footballer,_born_1997)",20150701
23,7,129,"Lewis_Cook_(footballer,_born_1997)",20150701
24,7,130,"Lewis_Cook_(footballer,_born_1997)",20150701
25,7,108,"Lewis_Cook_(footballer,_born_1997)",20150701
26,7,240,"Lewis_Cook_(footballer,_born_1997)",20150701
27,7,254,"Lewis_Cook_(footballer,_born_1997)",20150701
28,7,253,"Lewis_Cook_(footballer,_born_1997)",20150701
29,7,252,"Lewis_Cook_(footballer,_born_1997)",20150701
30,7,232,"Lewis_Cook_(footballer,_born_1997)",20150701
31,7,127,"Lewis_Cook_(footballer,_born_1997)",20150701
32,7,124,"Lewis_Cook_(footballer,_born_1997)",20150701
33,7,126,"Lewis_Cook_(footballer,_born_1997)",20150701
34,7,243,"Lewis_Cook_(footballer,_born_1997)",20150701
35,7,144,"Lewis_Cook_(footballer,_born_1997)",20150701
36,7,123,"Lewis_Cook_(footballer,_born_1997)",20150701
37,7,120,"Lewis_Cook_(footballer,_born_1997)",20150701
38,7,166,"Lewis_Cook_(footballer,_born_1997)",20150701
39,7,116,"Lewis_Cook_(footballer,_born_1997)",20150701
40,7,119,"Lewis_Cook_(footballer,_born_1997)",20150701
41,7,130,"Lewis_Cook_(footballer,_born_1997)",20150701
42,7,247,"Lewis_Cook_(footballer,_born_1997)",20150701
43,7,158,"Lewis_Cook_(footballer,_born_1997)",20150701
44,7,178,"Lewis_Cook_(footballer,_born_1997)",20150701
45,7,195,"Lewis_Cook_(footballer,_born_1997)",20150701
46,7,185,"Lewis_Cook_(footballer,_born_1997)",20150701
47,7,263,"Lewis_Cook_(footballer,_born_1997)",20150701
48,7,163,"Lewis_Cook_(footballer,_born_1997)",20150701
49,7,111,"Lewis_Cook_(footballer,_born_1997)",20150701
50,7,118,"Lewis_Cook_(footballer,_born_1997)",20150701
51,7,116,"Lewis_Cook_(footballer,_born_1997)",20150701
52,7,149,"Lewis_Cook_(footballer,_born_1997)",20150701
53,7,1033,"Lewis_Cook_(footballer,_born_1997)",20150701
54,7,584,"Lewis_Cook_(footballer,_born_1997)",20150701
55,7,488,"Lewis_Cook_(footballer,_born_1997)",20150701
56,7,525,"Lewis_Cook_(footballer,_born_1997)",20150701
57,7,553,"Lewis_Cook_(footballer,_born_1997)",20150701
58,7,754,"Lewis_Cook_(footballer,_born_1997)",20150701
59,7,321,"Lewis_Cook_(footballer,_born_1997)",20150701
60,7,245,"Lewis_Cook_(footballer,_born_1997)",20150701
61,7,411,"Lewis_Cook_(footballer,_born_1997)",20150701
62,7,227,"Lewis_Cook_(footballer,_born_1997)",20150701
63,7,182,"Lewis_Cook_(footballer,_born_1997)",20150701
64,7,189,"Lewis_Cook_(footballer,_born_1997)",20150701
65,7,199,"Lewis_Cook_(footballer,_born_1997)",20150701
