bin,binSize,median,article
0,7,604,"Kathleen_Cavendish,_Marchioness_of_Hartington"
1,7,590,"Kathleen_Cavendish,_Marchioness_of_Hartington"
2,7,706,"Kathleen_Cavendish,_Marchioness_of_Hartington"
3,7,877,"Kathleen_Cavendish,_Marchioness_of_Hartington"
4,7,754,"Kathleen_Cavendish,_Marchioness_of_Hartington"
5,7,816,"Kathleen_Cavendish,_Marchioness_of_Hartington"
6,7,748,"Kathleen_Cavendish,_Marchioness_of_Hartington"
7,7,799,"Kathleen_Cavendish,_Marchioness_of_Hartington"
8,7,675,"Kathleen_Cavendish,_Marchioness_of_Hartington"
9,7,2565,"Kathleen_Cavendish,_Marchioness_of_Hartington"
10,7,1365,"Kathleen_Cavendish,_Marchioness_of_Hartington"
11,7,819,"Kathleen_Cavendish,_Marchioness_of_Hartington"
12,7,816,"Kathleen_Cavendish,_Marchioness_of_Hartington"
13,7,879,"Kathleen_Cavendish,_Marchioness_of_Hartington"
14,7,1036,"Kathleen_Cavendish,_Marchioness_of_Hartington"
15,7,798,"Kathleen_Cavendish,_Marchioness_of_Hartington"
16,7,771,"Kathleen_Cavendish,_Marchioness_of_Hartington"
17,7,723,"Kathleen_Cavendish,_Marchioness_of_Hartington"
18,7,735,"Kathleen_Cavendish,_Marchioness_of_Hartington"
19,7,821,"Kathleen_Cavendish,_Marchioness_of_Hartington"
20,7,1216,"Kathleen_Cavendish,_Marchioness_of_Hartington"
21,7,1076,"Kathleen_Cavendish,_Marchioness_of_Hartington"
22,7,978,"Kathleen_Cavendish,_Marchioness_of_Hartington"
23,7,910,"Kathleen_Cavendish,_Marchioness_of_Hartington"
24,7,881,"Kathleen_Cavendish,_Marchioness_of_Hartington"
25,7,785,"Kathleen_Cavendish,_Marchioness_of_Hartington"
26,7,1178,"Kathleen_Cavendish,_Marchioness_of_Hartington"
27,7,1041,"Kathleen_Cavendish,_Marchioness_of_Hartington"
28,7,1216,"Kathleen_Cavendish,_Marchioness_of_Hartington"
29,7,2092,"Kathleen_Cavendish,_Marchioness_of_Hartington"
30,7,806,"Kathleen_Cavendish,_Marchioness_of_Hartington"
31,7,727,"Kathleen_Cavendish,_Marchioness_of_Hartington"
32,7,843,"Kathleen_Cavendish,_Marchioness_of_Hartington"
33,7,832,"Kathleen_Cavendish,_Marchioness_of_Hartington"
34,7,726,"Kathleen_Cavendish,_Marchioness_of_Hartington"
35,7,817,"Kathleen_Cavendish,_Marchioness_of_Hartington"
36,7,811,"Kathleen_Cavendish,_Marchioness_of_Hartington"
37,7,936,"Kathleen_Cavendish,_Marchioness_of_Hartington"
38,7,823,"Kathleen_Cavendish,_Marchioness_of_Hartington"
39,7,767,"Kathleen_Cavendish,_Marchioness_of_Hartington"
40,7,847,"Kathleen_Cavendish,_Marchioness_of_Hartington"
41,7,2866,"Kathleen_Cavendish,_Marchioness_of_Hartington"
42,7,1146,"Kathleen_Cavendish,_Marchioness_of_Hartington"
43,7,1137,"Kathleen_Cavendish,_Marchioness_of_Hartington"
44,7,907,"Kathleen_Cavendish,_Marchioness_of_Hartington"
45,7,896,"Kathleen_Cavendish,_Marchioness_of_Hartington"
46,7,1315,"Kathleen_Cavendish,_Marchioness_of_Hartington"
47,7,862,"Kathleen_Cavendish,_Marchioness_of_Hartington"
48,7,875,"Kathleen_Cavendish,_Marchioness_of_Hartington"
49,7,765,"Kathleen_Cavendish,_Marchioness_of_Hartington"
50,7,733,"Kathleen_Cavendish,_Marchioness_of_Hartington"
51,7,664,"Kathleen_Cavendish,_Marchioness_of_Hartington"
52,7,703,"Kathleen_Cavendish,_Marchioness_of_Hartington"
53,7,967,"Kathleen_Cavendish,_Marchioness_of_Hartington"
54,7,908,"Kathleen_Cavendish,_Marchioness_of_Hartington"
55,7,1108,"Kathleen_Cavendish,_Marchioness_of_Hartington"
56,7,1055,"Kathleen_Cavendish,_Marchioness_of_Hartington"
57,7,856,"Kathleen_Cavendish,_Marchioness_of_Hartington"
58,7,985,"Kathleen_Cavendish,_Marchioness_of_Hartington"
59,7,788,"Kathleen_Cavendish,_Marchioness_of_Hartington"
60,7,865,"Kathleen_Cavendish,_Marchioness_of_Hartington"
61,7,751,"Kathleen_Cavendish,_Marchioness_of_Hartington"
62,7,720,"Kathleen_Cavendish,_Marchioness_of_Hartington"
63,7,1027,"Kathleen_Cavendish,_Marchioness_of_Hartington"
64,7,744,"Kathleen_Cavendish,_Marchioness_of_Hartington"
65,7,812,"Kathleen_Cavendish,_Marchioness_of_Hartington"
66,7,886,"Kathleen_Cavendish,_Marchioness_of_Hartington"
67,7,749,"Kathleen_Cavendish,_Marchioness_of_Hartington"
68,7,930,"Kathleen_Cavendish,_Marchioness_of_Hartington"
69,7,812,"Kathleen_Cavendish,_Marchioness_of_Hartington"
70,7,820,"Kathleen_Cavendish,_Marchioness_of_Hartington"
71,7,1207,"Kathleen_Cavendish,_Marchioness_of_Hartington"
72,7,1182,"Kathleen_Cavendish,_Marchioness_of_Hartington"
73,7,1230,"Kathleen_Cavendish,_Marchioness_of_Hartington"
74,7,1189,"Kathleen_Cavendish,_Marchioness_of_Hartington"
75,7,838,"Kathleen_Cavendish,_Marchioness_of_Hartington"
76,7,793,"Kathleen_Cavendish,_Marchioness_of_Hartington"
77,7,761,"Kathleen_Cavendish,_Marchioness_of_Hartington"
78,7,1244,"Kathleen_Cavendish,_Marchioness_of_Hartington"
79,7,1060,"Kathleen_Cavendish,_Marchioness_of_Hartington"
80,7,1101,"Kathleen_Cavendish,_Marchioness_of_Hartington"
81,7,1516,"Kathleen_Cavendish,_Marchioness_of_Hartington"
82,7,1525,"Kathleen_Cavendish,_Marchioness_of_Hartington"
83,7,1208,"Kathleen_Cavendish,_Marchioness_of_Hartington"
84,7,1120,"Kathleen_Cavendish,_Marchioness_of_Hartington"
85,7,1135,"Kathleen_Cavendish,_Marchioness_of_Hartington"
86,7,1272,"Kathleen_Cavendish,_Marchioness_of_Hartington"
87,7,1193,"Kathleen_Cavendish,_Marchioness_of_Hartington"
88,7,1412,"Kathleen_Cavendish,_Marchioness_of_Hartington"
89,7,1276,"Kathleen_Cavendish,_Marchioness_of_Hartington"
90,7,1389,"Kathleen_Cavendish,_Marchioness_of_Hartington"
91,7,1971,"Kathleen_Cavendish,_Marchioness_of_Hartington"
92,7,2162,"Kathleen_Cavendish,_Marchioness_of_Hartington"
93,7,1887,"Kathleen_Cavendish,_Marchioness_of_Hartington"
94,7,1172,"Kathleen_Cavendish,_Marchioness_of_Hartington"
95,7,1017,"Kathleen_Cavendish,_Marchioness_of_Hartington"
96,7,1341,"Kathleen_Cavendish,_Marchioness_of_Hartington"
97,7,1136,"Kathleen_Cavendish,_Marchioness_of_Hartington"
98,7,1034,"Kathleen_Cavendish,_Marchioness_of_Hartington"
99,7,1351,"Kathleen_Cavendish,_Marchioness_of_Hartington"
100,7,1210,"Kathleen_Cavendish,_Marchioness_of_Hartington"
101,7,1007,"Kathleen_Cavendish,_Marchioness_of_Hartington"
102,7,763,"Kathleen_Cavendish,_Marchioness_of_Hartington"
103,7,789,"Kathleen_Cavendish,_Marchioness_of_Hartington"
104,7,858,"Kathleen_Cavendish,_Marchioness_of_Hartington"
105,7,911,"Kathleen_Cavendish,_Marchioness_of_Hartington"
106,7,1008,"Kathleen_Cavendish,_Marchioness_of_Hartington"
107,7,753,"Kathleen_Cavendish,_Marchioness_of_Hartington"
108,7,818,"Kathleen_Cavendish,_Marchioness_of_Hartington"
109,7,816,"Kathleen_Cavendish,_Marchioness_of_Hartington"
110,7,698,"Kathleen_Cavendish,_Marchioness_of_Hartington"
111,7,739,"Kathleen_Cavendish,_Marchioness_of_Hartington"
112,7,783,"Kathleen_Cavendish,_Marchioness_of_Hartington"
113,7,830,"Kathleen_Cavendish,_Marchioness_of_Hartington"
114,7,805,"Kathleen_Cavendish,_Marchioness_of_Hartington"
115,7,681,"Kathleen_Cavendish,_Marchioness_of_Hartington"
116,7,737,"Kathleen_Cavendish,_Marchioness_of_Hartington"
117,7,621,"Kathleen_Cavendish,_Marchioness_of_Hartington"
118,7,618,"Kathleen_Cavendish,_Marchioness_of_Hartington"
119,7,695,"Kathleen_Cavendish,_Marchioness_of_Hartington"
120,7,837,"Kathleen_Cavendish,_Marchioness_of_Hartington"
121,7,1051,"Kathleen_Cavendish,_Marchioness_of_Hartington"
122,7,970,"Kathleen_Cavendish,_Marchioness_of_Hartington"
123,7,708,"Kathleen_Cavendish,_Marchioness_of_Hartington"
124,7,852,"Kathleen_Cavendish,_Marchioness_of_Hartington"
125,7,888,"Kathleen_Cavendish,_Marchioness_of_Hartington"
126,7,750,"Kathleen_Cavendish,_Marchioness_of_Hartington"
127,7,902,"Kathleen_Cavendish,_Marchioness_of_Hartington"
128,7,839,"Kathleen_Cavendish,_Marchioness_of_Hartington"
129,7,922,"Kathleen_Cavendish,_Marchioness_of_Hartington"
130,7,984,"Kathleen_Cavendish,_Marchioness_of_Hartington"
131,7,945,"Kathleen_Cavendish,_Marchioness_of_Hartington"
132,7,792,"Kathleen_Cavendish,_Marchioness_of_Hartington"
133,7,830,"Kathleen_Cavendish,_Marchioness_of_Hartington"
134,7,1019,"Kathleen_Cavendish,_Marchioness_of_Hartington"
135,7,1299,"Kathleen_Cavendish,_Marchioness_of_Hartington"
136,7,1153,"Kathleen_Cavendish,_Marchioness_of_Hartington"
137,7,867,"Kathleen_Cavendish,_Marchioness_of_Hartington"
138,7,906,"Kathleen_Cavendish,_Marchioness_of_Hartington"
139,7,1012,"Kathleen_Cavendish,_Marchioness_of_Hartington"
140,7,1508,"Kathleen_Cavendish,_Marchioness_of_Hartington"
141,7,3064,"Kathleen_Cavendish,_Marchioness_of_Hartington"
142,7,2121,"Kathleen_Cavendish,_Marchioness_of_Hartington"
143,7,1942,"Kathleen_Cavendish,_Marchioness_of_Hartington"
144,7,3296,"Kathleen_Cavendish,_Marchioness_of_Hartington"
145,7,2022,"Kathleen_Cavendish,_Marchioness_of_Hartington"
146,7,2295,"Kathleen_Cavendish,_Marchioness_of_Hartington"
147,7,2150,"Kathleen_Cavendish,_Marchioness_of_Hartington"
148,7,1676,"Kathleen_Cavendish,_Marchioness_of_Hartington"
149,7,1334,"Kathleen_Cavendish,_Marchioness_of_Hartington"
150,7,1056,"Kathleen_Cavendish,_Marchioness_of_Hartington"
151,7,1032,"Kathleen_Cavendish,_Marchioness_of_Hartington"
152,7,1449,"Kathleen_Cavendish,_Marchioness_of_Hartington"
153,7,1070,"Kathleen_Cavendish,_Marchioness_of_Hartington"
154,7,832,"Kathleen_Cavendish,_Marchioness_of_Hartington"
155,7,858,"Kathleen_Cavendish,_Marchioness_of_Hartington"
156,7,924,"Kathleen_Cavendish,_Marchioness_of_Hartington"
157,7,1082,"Kathleen_Cavendish,_Marchioness_of_Hartington"
158,7,1364,"Kathleen_Cavendish,_Marchioness_of_Hartington"
159,7,1360,"Kathleen_Cavendish,_Marchioness_of_Hartington"
160,7,1076,"Kathleen_Cavendish,_Marchioness_of_Hartington"
161,7,1030,"Kathleen_Cavendish,_Marchioness_of_Hartington"
162,7,934,"Kathleen_Cavendish,_Marchioness_of_Hartington"
163,7,909,"Kathleen_Cavendish,_Marchioness_of_Hartington"
164,7,910,"Kathleen_Cavendish,_Marchioness_of_Hartington"
165,7,924,"Kathleen_Cavendish,_Marchioness_of_Hartington"
166,7,874,"Kathleen_Cavendish,_Marchioness_of_Hartington"
167,7,1178.5,"Kathleen_Cavendish,_Marchioness_of_Hartington"
