bin,binSize,median,article
0,7,142,"Sayeeda_Warsi,_Baroness_Warsi"
1,7,135,"Sayeeda_Warsi,_Baroness_Warsi"
2,7,152,"Sayeeda_Warsi,_Baroness_Warsi"
3,7,162,"Sayeeda_Warsi,_Baroness_Warsi"
4,7,120,"Sayeeda_Warsi,_Baroness_Warsi"
5,7,135,"Sayeeda_Warsi,_Baroness_Warsi"
6,7,106,"Sayeeda_Warsi,_Baroness_Warsi"
7,7,106,"Sayeeda_Warsi,_Baroness_Warsi"
8,7,112,"Sayeeda_Warsi,_Baroness_Warsi"
9,7,149,"Sayeeda_Warsi,_Baroness_Warsi"
10,7,177,"Sayeeda_Warsi,_Baroness_Warsi"
11,7,159,"Sayeeda_Warsi,_Baroness_Warsi"
12,7,126,"Sayeeda_Warsi,_Baroness_Warsi"
13,7,137,"Sayeeda_Warsi,_Baroness_Warsi"
14,7,149,"Sayeeda_Warsi,_Baroness_Warsi"
15,7,144,"Sayeeda_Warsi,_Baroness_Warsi"
16,7,166,"Sayeeda_Warsi,_Baroness_Warsi"
17,7,168,"Sayeeda_Warsi,_Baroness_Warsi"
18,7,125,"Sayeeda_Warsi,_Baroness_Warsi"
19,7,135,"Sayeeda_Warsi,_Baroness_Warsi"
20,7,149,"Sayeeda_Warsi,_Baroness_Warsi"
21,7,404,"Sayeeda_Warsi,_Baroness_Warsi"
22,7,187,"Sayeeda_Warsi,_Baroness_Warsi"
23,7,176,"Sayeeda_Warsi,_Baroness_Warsi"
24,7,138,"Sayeeda_Warsi,_Baroness_Warsi"
25,7,126,"Sayeeda_Warsi,_Baroness_Warsi"
26,7,132,"Sayeeda_Warsi,_Baroness_Warsi"
27,7,137,"Sayeeda_Warsi,_Baroness_Warsi"
28,7,145,"Sayeeda_Warsi,_Baroness_Warsi"
29,7,215,"Sayeeda_Warsi,_Baroness_Warsi"
30,7,161,"Sayeeda_Warsi,_Baroness_Warsi"
31,7,126,"Sayeeda_Warsi,_Baroness_Warsi"
32,7,122,"Sayeeda_Warsi,_Baroness_Warsi"
33,7,121,"Sayeeda_Warsi,_Baroness_Warsi"
34,7,120,"Sayeeda_Warsi,_Baroness_Warsi"
35,7,112,"Sayeeda_Warsi,_Baroness_Warsi"
36,7,156,"Sayeeda_Warsi,_Baroness_Warsi"
37,7,138,"Sayeeda_Warsi,_Baroness_Warsi"
38,7,117,"Sayeeda_Warsi,_Baroness_Warsi"
39,7,111,"Sayeeda_Warsi,_Baroness_Warsi"
40,7,131,"Sayeeda_Warsi,_Baroness_Warsi"
