bin,binSize,median,article,timestamp
0,7,1318,"Danilo_(footballer,_born_July_1991)",20171222
1,7,775,"Danilo_(footballer,_born_July_1991)",20171222
2,7,660,"Danilo_(footballer,_born_July_1991)",20171222
3,7,509,"Danilo_(footballer,_born_July_1991)",20171222
4,7,588,"Danilo_(footballer,_born_July_1991)",20171222
5,7,704,"Danilo_(footballer,_born_July_1991)",20171222
6,7,653,"Danilo_(footballer,_born_July_1991)",20171222
7,7,616,"Danilo_(footballer,_born_July_1991)",20171222
8,7,433,"Danilo_(footballer,_born_July_1991)",20171222
9,7,509,"Danilo_(footballer,_born_July_1991)",20171222
10,7,783,"Danilo_(footballer,_born_July_1991)",20171222
11,7,429,"Danilo_(footballer,_born_July_1991)",20171222
12,7,357,"Danilo_(footballer,_born_July_1991)",20171222
13,7,404,"Danilo_(footballer,_born_July_1991)",20171222
14,7,601,"Danilo_(footballer,_born_July_1991)",20171222
15,7,637,"Danilo_(footballer,_born_July_1991)",20171222
16,7,573,"Danilo_(footballer,_born_July_1991)",20171222
17,7,442,"Danilo_(footballer,_born_July_1991)",20171222
18,7,380,"Danilo_(footballer,_born_July_1991)",20171222
19,7,574,"Danilo_(footballer,_born_July_1991)",20171222
20,7,1657,"Danilo_(footballer,_born_July_1991)",20171222
21,7,885,"Danilo_(footballer,_born_July_1991)",20171222
22,7,961,"Danilo_(footballer,_born_July_1991)",20171222
23,7,1184,"Danilo_(footballer,_born_July_1991)",20171222
24,7,1774,"Danilo_(footballer,_born_July_1991)",20171222
25,7,1129,"Danilo_(footballer,_born_July_1991)",20171222
26,7,1380,"Danilo_(footballer,_born_July_1991)",20171222
27,7,1248,"Danilo_(footballer,_born_July_1991)",20171222
28,7,897,"Danilo_(footballer,_born_July_1991)",20171222
29,7,627,"Danilo_(footballer,_born_July_1991)",20171222
30,7,586,"Danilo_(footballer,_born_July_1991)",20171222
31,7,548,"Danilo_(footballer,_born_July_1991)",20171222
32,7,735,"Danilo_(footballer,_born_July_1991)",20171222
33,7,630,"Danilo_(footballer,_born_July_1991)",20171222
34,7,696,"Danilo_(footballer,_born_July_1991)",20171222
35,7,580,"Danilo_(footballer,_born_July_1991)",20171222
36,7,450,"Danilo_(footballer,_born_July_1991)",20171222
37,7,341.5,"Danilo_(footballer,_born_July_1991)",20171222
