bin,binSize,median,article
0,7,3361,"Bruno_(footballer,_born_1984)"
1,7,1468,"Bruno_(footballer,_born_1984)"
2,7,356,"Bruno_(footballer,_born_1984)"
3,7,162,"Bruno_(footballer,_born_1984)"
4,7,131,"Bruno_(footballer,_born_1984)"
5,7,124,"Bruno_(footballer,_born_1984)"
6,7,413,"Bruno_(footballer,_born_1984)"
7,7,113,"Bruno_(footballer,_born_1984)"
8,7,105,"Bruno_(footballer,_born_1984)"
9,7,74,"Bruno_(footballer,_born_1984)"
10,7,53,"Bruno_(footballer,_born_1984)"
11,7,51,"Bruno_(footballer,_born_1984)"
12,7,67,"Bruno_(footballer,_born_1984)"
13,7,109,"Bruno_(footballer,_born_1984)"
14,7,116,"Bruno_(footballer,_born_1984)"
15,7,92,"Bruno_(footballer,_born_1984)"
16,7,65,"Bruno_(footballer,_born_1984)"
17,7,60,"Bruno_(footballer,_born_1984)"
18,7,68,"Bruno_(footballer,_born_1984)"
19,7,67,"Bruno_(footballer,_born_1984)"
20,7,95,"Bruno_(footballer,_born_1984)"
21,7,63,"Bruno_(footballer,_born_1984)"
22,7,78,"Bruno_(footballer,_born_1984)"
23,7,62,"Bruno_(footballer,_born_1984)"
24,7,53,"Bruno_(footballer,_born_1984)"
25,7,60,"Bruno_(footballer,_born_1984)"
26,7,76,"Bruno_(footballer,_born_1984)"
27,7,63,"Bruno_(footballer,_born_1984)"
28,7,79,"Bruno_(footballer,_born_1984)"
29,7,57,"Bruno_(footballer,_born_1984)"
30,7,438,"Bruno_(footballer,_born_1984)"
31,7,163,"Bruno_(footballer,_born_1984)"
32,7,74,"Bruno_(footballer,_born_1984)"
33,7,63,"Bruno_(footballer,_born_1984)"
34,7,60,"Bruno_(footballer,_born_1984)"
35,7,47,"Bruno_(footballer,_born_1984)"
36,7,67,"Bruno_(footballer,_born_1984)"
37,7,68,"Bruno_(footballer,_born_1984)"
38,7,52,"Bruno_(footballer,_born_1984)"
39,7,65,"Bruno_(footballer,_born_1984)"
40,7,53,"Bruno_(footballer,_born_1984)"
41,7,84,"Bruno_(footballer,_born_1984)"
42,7,77,"Bruno_(footballer,_born_1984)"
43,7,67,"Bruno_(footballer,_born_1984)"
44,7,62,"Bruno_(footballer,_born_1984)"
45,7,64,"Bruno_(footballer,_born_1984)"
46,7,55,"Bruno_(footballer,_born_1984)"
47,7,79,"Bruno_(footballer,_born_1984)"
48,7,44,"Bruno_(footballer,_born_1984)"
49,7,101,"Bruno_(footballer,_born_1984)"
50,7,71,"Bruno_(footballer,_born_1984)"
51,7,53,"Bruno_(footballer,_born_1984)"
52,7,55,"Bruno_(footballer,_born_1984)"
53,7,97,"Bruno_(footballer,_born_1984)"
54,7,72,"Bruno_(footballer,_born_1984)"
55,7,60,"Bruno_(footballer,_born_1984)"
56,7,56,"Bruno_(footballer,_born_1984)"
57,7,62,"Bruno_(footballer,_born_1984)"
58,7,53,"Bruno_(footballer,_born_1984)"
59,7,55,"Bruno_(footballer,_born_1984)"
60,7,77,"Bruno_(footballer,_born_1984)"
61,7,55,"Bruno_(footballer,_born_1984)"
62,7,50,"Bruno_(footballer,_born_1984)"
63,7,44,"Bruno_(footballer,_born_1984)"
64,7,50,"Bruno_(footballer,_born_1984)"
65,7,70,"Bruno_(footballer,_born_1984)"
66,7,66,"Bruno_(footballer,_born_1984)"
67,7,80,"Bruno_(footballer,_born_1984)"
68,7,75,"Bruno_(footballer,_born_1984)"
69,7,56,"Bruno_(footballer,_born_1984)"
70,7,61,"Bruno_(footballer,_born_1984)"
71,7,49,"Bruno_(footballer,_born_1984)"
72,7,40,"Bruno_(footballer,_born_1984)"
73,7,52,"Bruno_(footballer,_born_1984)"
74,7,55,"Bruno_(footballer,_born_1984)"
75,7,60,"Bruno_(footballer,_born_1984)"
76,7,55,"Bruno_(footballer,_born_1984)"
77,7,55,"Bruno_(footballer,_born_1984)"
78,7,44,"Bruno_(footballer,_born_1984)"
