bin,binSize,pageviews_median,pageviews_sum,timestamp,article
0,7,77.44827965436087,531.5989686630492,20150701,Jayendra_Saraswathi
1,7,60.951619991724165,511.82804476493675,20150708,Jayendra_Saraswathi
2,7,92.38156608624224,698.4507449374631,20150715,Jayendra_Saraswathi
3,7,81.5602189541848,593.1644544905237,20150722,Jayendra_Saraswathi
4,7,94.72769257879558,828.3207967884523,20150729,Jayendra_Saraswathi
5,7,85.7147992250551,568.4553229191894,20150805,Jayendra_Saraswathi
6,7,81.34590284121451,589.9611067504111,20150812,Jayendra_Saraswathi
7,7,74.57289478348257,495.93868799789936,20150819,Jayendra_Saraswathi
8,7,64.61963046603341,474.46845004467485,20150826,Jayendra_Saraswathi
9,7,60.14558576420912,426.92712206415166,20150902,Jayendra_Saraswathi
10,7,74.86846498358211,499.23257429792443,20150909,Jayendra_Saraswathi
11,7,79.36787400365856,542.8568943529345,20150916,Jayendra_Saraswathi
12,7,119.7184032680114,967.6499319437703,20150923,Jayendra_Saraswathi
13,7,91.00544198494777,637.6783291884416,20150930,Jayendra_Saraswathi
14,7,65.37021195149137,514.4769249671059,20151007,Jayendra_Saraswathi
15,7,73.65086342539134,510.96142643183856,20151014,Jayendra_Saraswathi
16,7,74.6164368203651,514.4426030529622,20151021,Jayendra_Saraswathi
17,7,78.02342753331386,527.7901340930364,20151028,Jayendra_Saraswathi
18,7,61.145823948871644,430.8409612544967,20151103,Jayendra_Saraswathi
19,7,77.40934867276196,537.3921557875758,20151110,Jayendra_Saraswathi
20,7,98.80041582849995,723.1836106287077,20151117,Jayendra_Saraswathi
21,7,79.51940272093663,853.6599303329499,20151124,Jayendra_Saraswathi
22,7,60.20704600622388,413.77246326211343,20151201,Jayendra_Saraswathi
23,7,78.08587007679483,539.6552639401287,20151208,Jayendra_Saraswathi
24,7,74.54232059945734,556.94432444335,20151215,Jayendra_Saraswathi
25,7,86.21640596769629,585.7845772868609,20151222,Jayendra_Saraswathi
26,7,77.76452069968344,570.542125240053,20151229,Jayendra_Saraswathi
27,7,84.97992826843252,606.3765537733728,20160105,Jayendra_Saraswathi
28,7,74.94172717217813,548.2882274929458,20160112,Jayendra_Saraswathi
29,7,73.29655383279298,542.5218754195639,20160119,Jayendra_Saraswathi
30,7,81.48379499708659,563.8988704050189,20160126,Jayendra_Saraswathi
31,7,78.86098757123366,588.6407330289891,20160202,Jayendra_Saraswathi
32,7,87.7527741088074,601.7883917347748,20160209,Jayendra_Saraswathi
33,7,83.12836288335681,596.0186802057549,20160216,Jayendra_Saraswathi
34,7,87.34512815177845,573.5301539301875,20160223,Jayendra_Saraswathi
35,7,73.56738350479151,526.5751321880147,20160301,Jayendra_Saraswathi
36,7,91.59644969177519,588.6461071396693,20160308,Jayendra_Saraswathi
37,7,76.32180719647855,607.4170736647566,20160316,Jayendra_Saraswathi
38,7,207.74624093251737,1438.8249810294003,20160323,Jayendra_Saraswathi
39,7,90.08185971008388,599.7706184780664,20160330,Jayendra_Saraswathi
40,7,73.10071376923348,638.4842534956451,20160406,Jayendra_Saraswathi
41,7,78.4485481758173,542.5701545225629,20160413,Jayendra_Saraswathi
42,7,76.96328877034406,530.4299822126873,20160420,Jayendra_Saraswathi
43,7,123.44665734397108,1402.797700067201,20160427,Jayendra_Saraswathi
44,7,90.1055097812444,627.8080769815693,20160504,Jayendra_Saraswathi
45,7,97.51503531550448,730.9640057288517,20160511,Jayendra_Saraswathi
46,7,92.30867918684541,677.3576737016743,20160518,Jayendra_Saraswathi
47,7,85.60200970563172,588.4681259770095,20160525,Jayendra_Saraswathi
48,7,76.44219078873061,522.491260305377,20160601,Jayendra_Saraswathi
49,7,78.55286000189633,565.8688271137331,20160608,Jayendra_Saraswathi
50,7,69.82470490053109,475.3599933482919,20160615,Jayendra_Saraswathi
51,7,66.29690093521727,480.5631534166402,20160622,Jayendra_Saraswathi
52,7,74.54879507036641,526.6957678227855,20160629,Jayendra_Saraswathi
53,7,86.80806042517163,592.0408833884181,20160706,Jayendra_Saraswathi
54,7,109.34255635584428,1043.1352939045182,20160713,Jayendra_Saraswathi
55,7,79.95331262166856,654.130500909603,20160720,Jayendra_Saraswathi
56,7,64.55028570466499,437.7303357157481,20160727,Jayendra_Saraswathi
57,7,58.23856836885479,414.9311075390545,20160803,Jayendra_Saraswathi
58,7,63.019383075017245,439.97532933050616,20160810,Jayendra_Saraswathi
59,7,71.78058932491032,508.6223556607506,20160817,Jayendra_Saraswathi
60,7,77.12086534929959,2688.945807155874,20160824,Jayendra_Saraswathi
61,7,111.92603665307607,1785.140816071573,20160831,Jayendra_Saraswathi
62,7,91.94401068868356,716.464323006268,20160907,Jayendra_Saraswathi
63,7,82.87266040650236,617.825519301192,20160914,Jayendra_Saraswathi
