bin,binSize,median,article
0,7,923,"William_F._Buckley,_Jr."
1,7,1055,"William_F._Buckley,_Jr."
2,7,1075,"William_F._Buckley,_Jr."
3,7,1661,"William_F._Buckley,_Jr."
4,7,3566,"William_F._Buckley,_Jr."
5,7,1706,"William_F._Buckley,_Jr."
6,7,2028,"William_F._Buckley,_Jr."
7,7,1858,"William_F._Buckley,_Jr."
8,7,1440,"William_F._Buckley,_Jr."
9,7,1742,"William_F._Buckley,_Jr."
10,7,1104,"William_F._Buckley,_Jr."
11,7,977,"William_F._Buckley,_Jr."
12,7,1032,"William_F._Buckley,_Jr."
13,7,938,"William_F._Buckley,_Jr."
14,7,892,"William_F._Buckley,_Jr."
15,7,978,"William_F._Buckley,_Jr."
16,7,1111,"William_F._Buckley,_Jr."
17,7,1182,"William_F._Buckley,_Jr."
18,7,1382,"William_F._Buckley,_Jr."
19,7,1249,"William_F._Buckley,_Jr."
20,7,1265,"William_F._Buckley,_Jr."
21,7,1674,"William_F._Buckley,_Jr."
22,7,3576,"William_F._Buckley,_Jr."
23,7,4397,"William_F._Buckley,_Jr."
24,7,2744,"William_F._Buckley,_Jr."
25,7,2210,"William_F._Buckley,_Jr."
26,7,2287,"William_F._Buckley,_Jr."
27,7,1823,"William_F._Buckley,_Jr."
28,7,2895,"William_F._Buckley,_Jr."
29,7,3140,"William_F._Buckley,_Jr."
30,7,2054,"William_F._Buckley,_Jr."
31,7,1905,"William_F._Buckley,_Jr."
32,7,1898,"William_F._Buckley,_Jr."
33,7,1966,"William_F._Buckley,_Jr."
34,7,1943,"William_F._Buckley,_Jr."
35,7,2011,"William_F._Buckley,_Jr."
36,7,1625,"William_F._Buckley,_Jr."
37,7,1658,"William_F._Buckley,_Jr."
38,7,1549,"William_F._Buckley,_Jr."
39,7,1583,"William_F._Buckley,_Jr."
40,7,1413,"William_F._Buckley,_Jr."
41,7,1385,"William_F._Buckley,_Jr."
42,7,1265,"William_F._Buckley,_Jr."
43,7,1331,"William_F._Buckley,_Jr."
44,7,1693,"William_F._Buckley,_Jr."
45,7,1023,"William_F._Buckley,_Jr."
46,7,436,"William_F._Buckley,_Jr."
47,7,392,"William_F._Buckley,_Jr."
48,7,395,"William_F._Buckley,_Jr."
49,7,347,"William_F._Buckley,_Jr."
50,7,334,"William_F._Buckley,_Jr."
51,7,337,"William_F._Buckley,_Jr."
52,7,321,"William_F._Buckley,_Jr."
53,7,336,"William_F._Buckley,_Jr."
54,7,347,"William_F._Buckley,_Jr."
55,7,422,"William_F._Buckley,_Jr."
56,7,433,"William_F._Buckley,_Jr."
57,7,360,"William_F._Buckley,_Jr."
58,7,345,"William_F._Buckley,_Jr."
59,7,343,"William_F._Buckley,_Jr."
60,7,368,"William_F._Buckley,_Jr."
61,7,308,"William_F._Buckley,_Jr."
62,7,278,"William_F._Buckley,_Jr."
63,7,292,"William_F._Buckley,_Jr."
64,7,274,"William_F._Buckley,_Jr."
65,7,306,"William_F._Buckley,_Jr."
66,7,736,"William_F._Buckley,_Jr."
67,7,463,"William_F._Buckley,_Jr."
68,7,426,"William_F._Buckley,_Jr."
69,7,415,"William_F._Buckley,_Jr."
70,7,367,"William_F._Buckley,_Jr."
71,7,345,"William_F._Buckley,_Jr."
72,7,369,"William_F._Buckley,_Jr."
73,7,361,"William_F._Buckley,_Jr."
74,7,303,"William_F._Buckley,_Jr."
75,7,283,"William_F._Buckley,_Jr."
76,7,268,"William_F._Buckley,_Jr."
77,7,293,"William_F._Buckley,_Jr."
78,7,266,"William_F._Buckley,_Jr."
79,7,273,"William_F._Buckley,_Jr."
80,7,294,"William_F._Buckley,_Jr."
81,7,344,"William_F._Buckley,_Jr."
82,7,308,"William_F._Buckley,_Jr."
83,7,307,"William_F._Buckley,_Jr."
84,7,288,"William_F._Buckley,_Jr."
85,7,345,"William_F._Buckley,_Jr."
86,7,367,"William_F._Buckley,_Jr."
87,7,352,"William_F._Buckley,_Jr."
88,7,376,"William_F._Buckley,_Jr."
89,7,292,"William_F._Buckley,_Jr."
90,7,266,"William_F._Buckley,_Jr."
91,7,244,"William_F._Buckley,_Jr."
92,7,233,"William_F._Buckley,_Jr."
93,7,238,"William_F._Buckley,_Jr."
94,7,255,"William_F._Buckley,_Jr."
95,7,217,"William_F._Buckley,_Jr."
96,7,243,"William_F._Buckley,_Jr."
97,7,247,"William_F._Buckley,_Jr."
98,7,244,"William_F._Buckley,_Jr."
99,7,269,"William_F._Buckley,_Jr."
100,7,261,"William_F._Buckley,_Jr."
101,7,215,"William_F._Buckley,_Jr."
102,7,218,"William_F._Buckley,_Jr."
103,7,213,"William_F._Buckley,_Jr."
104,7,212,"William_F._Buckley,_Jr."
105,7,258,"William_F._Buckley,_Jr."
106,7,235,"William_F._Buckley,_Jr."
107,7,276,"William_F._Buckley,_Jr."
108,7,225,"William_F._Buckley,_Jr."
109,7,275,"William_F._Buckley,_Jr."
110,7,234,"William_F._Buckley,_Jr."
111,7,247,"William_F._Buckley,_Jr."
112,7,204,"William_F._Buckley,_Jr."
113,7,208,"William_F._Buckley,_Jr."
114,7,194,"William_F._Buckley,_Jr."
115,7,221,"William_F._Buckley,_Jr."
116,7,257,"William_F._Buckley,_Jr."
117,7,243,"William_F._Buckley,_Jr."
118,7,212,"William_F._Buckley,_Jr."
119,7,203,"William_F._Buckley,_Jr."
120,7,195,"William_F._Buckley,_Jr."
121,7,223,"William_F._Buckley,_Jr."
122,7,220,"William_F._Buckley,_Jr."
123,7,231,"William_F._Buckley,_Jr."
124,7,222,"William_F._Buckley,_Jr."
125,7,213,"William_F._Buckley,_Jr."
126,7,185,"William_F._Buckley,_Jr."
127,7,185,"William_F._Buckley,_Jr."
128,7,180,"William_F._Buckley,_Jr."
129,7,173,"William_F._Buckley,_Jr."
130,7,182,"William_F._Buckley,_Jr."
131,7,194,"William_F._Buckley,_Jr."
132,7,205,"William_F._Buckley,_Jr."
133,7,204,"William_F._Buckley,_Jr."
134,7,224,"William_F._Buckley,_Jr."
135,7,227,"William_F._Buckley,_Jr."
136,7,249,"William_F._Buckley,_Jr."
137,7,215,"William_F._Buckley,_Jr."
138,7,214,"William_F._Buckley,_Jr."
139,7,281,"William_F._Buckley,_Jr."
140,7,240,"William_F._Buckley,_Jr."
141,7,206,"William_F._Buckley,_Jr."
142,7,200,"William_F._Buckley,_Jr."
143,7,192,"William_F._Buckley,_Jr."
144,7,251,"William_F._Buckley,_Jr."
145,7,248,"William_F._Buckley,_Jr."
146,7,208,"William_F._Buckley,_Jr."
147,7,193,"William_F._Buckley,_Jr."
148,7,186,"William_F._Buckley,_Jr."
149,7,164,"William_F._Buckley,_Jr."
150,7,168,"William_F._Buckley,_Jr."
151,7,168,"William_F._Buckley,_Jr."
152,7,180,"William_F._Buckley,_Jr."
153,7,178,"William_F._Buckley,_Jr."
154,7,175,"William_F._Buckley,_Jr."
155,7,215,"William_F._Buckley,_Jr."
156,7,170,"William_F._Buckley,_Jr."
157,7,186,"William_F._Buckley,_Jr."
158,7,161,"William_F._Buckley,_Jr."
159,7,189,"William_F._Buckley,_Jr."
160,7,197,"William_F._Buckley,_Jr."
161,7,220,"William_F._Buckley,_Jr."
162,7,214,"William_F._Buckley,_Jr."
163,7,196,"William_F._Buckley,_Jr."
164,7,200,"William_F._Buckley,_Jr."
165,7,171,"William_F._Buckley,_Jr."
166,7,169,"William_F._Buckley,_Jr."
167,7,179,"William_F._Buckley,_Jr."
