bin,binSize,median,article
0,7,750,"Marcelo_(footballer,_born_1988)"
1,7,1288,"Marcelo_(footballer,_born_1988)"
2,7,923,"Marcelo_(footballer,_born_1988)"
3,7,968,"Marcelo_(footballer,_born_1988)"
4,7,1023,"Marcelo_(footballer,_born_1988)"
5,7,1074,"Marcelo_(footballer,_born_1988)"
6,7,931,"Marcelo_(footballer,_born_1988)"
7,7,971,"Marcelo_(footballer,_born_1988)"
8,7,1430,"Marcelo_(footballer,_born_1988)"
9,7,1068,"Marcelo_(footballer,_born_1988)"
10,7,904,"Marcelo_(footballer,_born_1988)"
11,7,798,"Marcelo_(footballer,_born_1988)"
12,7,925,"Marcelo_(footballer,_born_1988)"
13,7,1075,"Marcelo_(footballer,_born_1988)"
14,7,952,"Marcelo_(footballer,_born_1988)"
15,7,880,"Marcelo_(footballer,_born_1988)"
16,7,802,"Marcelo_(footballer,_born_1988)"
17,7,734,"Marcelo_(footballer,_born_1988)"
18,7,673,"Marcelo_(footballer,_born_1988)"
19,7,1337,"Marcelo_(footballer,_born_1988)"
20,7,798,"Marcelo_(footballer,_born_1988)"
21,7,961,"Marcelo_(footballer,_born_1988)"
22,7,853,"Marcelo_(footballer,_born_1988)"
23,7,1174,"Marcelo_(footballer,_born_1988)"
24,7,1523,"Marcelo_(footballer,_born_1988)"
25,7,1191,"Marcelo_(footballer,_born_1988)"
26,7,1840,"Marcelo_(footballer,_born_1988)"
27,7,1461,"Marcelo_(footballer,_born_1988)"
28,7,1165,"Marcelo_(footballer,_born_1988)"
29,7,958,"Marcelo_(footballer,_born_1988)"
30,7,869,"Marcelo_(footballer,_born_1988)"
31,7,1929,"Marcelo_(footballer,_born_1988)"
32,7,1952,"Marcelo_(footballer,_born_1988)"
33,7,1141,"Marcelo_(footballer,_born_1988)"
34,7,837,"Marcelo_(footballer,_born_1988)"
35,7,869,"Marcelo_(footballer,_born_1988)"
36,7,855,"Marcelo_(footballer,_born_1988)"
37,7,1209,"Marcelo_(footballer,_born_1988)"
38,7,1167,"Marcelo_(footballer,_born_1988)"
39,7,1056,"Marcelo_(footballer,_born_1988)"
40,7,1073,"Marcelo_(footballer,_born_1988)"
41,7,1262,"Marcelo_(footballer,_born_1988)"
42,7,1209,"Marcelo_(footballer,_born_1988)"
43,7,1250,"Marcelo_(footballer,_born_1988)"
44,7,1267,"Marcelo_(footballer,_born_1988)"
45,7,2101,"Marcelo_(footballer,_born_1988)"
