bin,binSize,median,article,timestamp
0,7,1704,Marco_Reus,20150701
1,7,4084,Marco_Reus,20150701
2,7,2532,Marco_Reus,20150701
3,7,3594,Marco_Reus,20150701
4,7,1995,Marco_Reus,20150701
5,7,1871,Marco_Reus,20150701
6,7,1995,Marco_Reus,20150701
7,7,2569,Marco_Reus,20150701
8,7,3569,Marco_Reus,20150701
9,7,2923,Marco_Reus,20150701
10,7,2053,Marco_Reus,20150701
11,7,2097,Marco_Reus,20150701
12,7,1765,Marco_Reus,20150701
13,7,2270,Marco_Reus,20150701
14,7,4177,Marco_Reus,20150701
15,7,1949,Marco_Reus,20150701
16,7,1982,Marco_Reus,20150701
17,7,2278,Marco_Reus,20150701
18,7,2456,Marco_Reus,20150701
19,7,1465,Marco_Reus,20150701
20,7,1555,Marco_Reus,20150701
21,7,1979,Marco_Reus,20150701
22,7,1986,Marco_Reus,20150701
23,7,1747,Marco_Reus,20150701
24,7,1449,Marco_Reus,20150701
25,7,1294,Marco_Reus,20150701
26,7,1463,Marco_Reus,20150701
27,7,1821,Marco_Reus,20150701
28,7,1352,Marco_Reus,20150701
29,7,1440,Marco_Reus,20150701
30,7,1487,Marco_Reus,20150701
31,7,1232,Marco_Reus,20150701
32,7,1571,Marco_Reus,20150701
33,7,1822,Marco_Reus,20150701
34,7,1507,Marco_Reus,20150701
35,7,1658,Marco_Reus,20150701
36,7,2194,Marco_Reus,20150701
37,7,1940,Marco_Reus,20150701
38,7,1848,Marco_Reus,20150701
39,7,1538,Marco_Reus,20150701
40,7,1765,Marco_Reus,20150701
41,7,2096,Marco_Reus,20150701
42,7,1655,Marco_Reus,20150701
43,7,2082,Marco_Reus,20150701
44,7,1412,Marco_Reus,20150701
45,7,1998,Marco_Reus,20150701
46,7,3639,Marco_Reus,20150701
47,7,2296,Marco_Reus,20150701
48,7,2807,Marco_Reus,20150701
49,7,2464,Marco_Reus,20150701
50,7,2171,Marco_Reus,20150701
51,7,2117,Marco_Reus,20150701
52,7,2888,Marco_Reus,20150701
53,7,2955,Marco_Reus,20150701
