bin,binSize,median,article
0,7,10,Andriy_Lunin
1,7,3,Andriy_Lunin
2,7,6,Andriy_Lunin
3,7,4,Andriy_Lunin
4,7,2,Andriy_Lunin
5,7,2,Andriy_Lunin
6,7,5,Andriy_Lunin
7,7,5,Andriy_Lunin
8,7,4,Andriy_Lunin
9,7,5,Andriy_Lunin
10,7,4,Andriy_Lunin
11,7,2,Andriy_Lunin
12,7,5,Andriy_Lunin
13,7,5,Andriy_Lunin
14,7,7,Andriy_Lunin
15,7,5,Andriy_Lunin
16,7,4,Andriy_Lunin
17,7,4,Andriy_Lunin
18,7,5,Andriy_Lunin
19,7,5,Andriy_Lunin
20,7,4,Andriy_Lunin
21,7,7,Andriy_Lunin
22,7,4,Andriy_Lunin
23,7,5,Andriy_Lunin
24,7,6,Andriy_Lunin
25,7,5,Andriy_Lunin
26,7,6,Andriy_Lunin
27,7,5,Andriy_Lunin
28,7,8,Andriy_Lunin
29,7,13,Andriy_Lunin
30,7,9,Andriy_Lunin
31,7,24,Andriy_Lunin
32,7,22,Andriy_Lunin
33,7,30,Andriy_Lunin
34,7,27,Andriy_Lunin
35,7,19,Andriy_Lunin
36,7,19,Andriy_Lunin
37,7,13,Andriy_Lunin
38,7,15,Andriy_Lunin
39,7,11,Andriy_Lunin
40,7,15,Andriy_Lunin
41,7,13,Andriy_Lunin
42,7,13,Andriy_Lunin
43,7,11,Andriy_Lunin
44,7,14,Andriy_Lunin
45,7,37,Andriy_Lunin
46,7,31,Andriy_Lunin
47,7,19,Andriy_Lunin
48,7,13,Andriy_Lunin
49,7,26,Andriy_Lunin
50,7,41,Andriy_Lunin
51,7,23,Andriy_Lunin
52,7,19,Andriy_Lunin
53,7,12,Andriy_Lunin
54,7,10,Andriy_Lunin
55,7,13,Andriy_Lunin
56,7,10,Andriy_Lunin
57,7,9,Andriy_Lunin
58,7,12,Andriy_Lunin
59,7,14,Andriy_Lunin
60,7,18,Andriy_Lunin
61,7,8,Andriy_Lunin
62,7,10,Andriy_Lunin
63,7,9,Andriy_Lunin
64,7,15,Andriy_Lunin
65,7,99,Andriy_Lunin
66,7,42,Andriy_Lunin
67,7,22,Andriy_Lunin
68,7,12,Andriy_Lunin
69,7,13,Andriy_Lunin
70,7,15,Andriy_Lunin
71,7,17,Andriy_Lunin
72,7,15,Andriy_Lunin
73,7,32,Andriy_Lunin
74,7,85,Andriy_Lunin
75,7,154,Andriy_Lunin
76,7,137,Andriy_Lunin
77,7,104,Andriy_Lunin
78,7,26,Andriy_Lunin
79,7,27,Andriy_Lunin
80,7,27,Andriy_Lunin
81,7,61,Andriy_Lunin
82,7,43,Andriy_Lunin
83,7,62,Andriy_Lunin
84,7,120,Andriy_Lunin
85,7,138,Andriy_Lunin
86,7,49,Andriy_Lunin
87,7,2755,Andriy_Lunin
88,7,1823,Andriy_Lunin
89,7,1563,Andriy_Lunin
90,7,1657,Andriy_Lunin
91,7,2000,Andriy_Lunin
92,7,2966,Andriy_Lunin
93,7,1282,Andriy_Lunin
94,7,1738,Andriy_Lunin
95,7,1045,Andriy_Lunin
96,7,836,Andriy_Lunin
97,7,1103,Andriy_Lunin
98,7,404,Andriy_Lunin
99,7,284,Andriy_Lunin
