bin,binSize,median,article
0,7,214,"Danny_Rose_(footballer,_born_1990)"
1,7,253,"Danny_Rose_(footballer,_born_1990)"
2,7,261,"Danny_Rose_(footballer,_born_1990)"
3,7,297,"Danny_Rose_(footballer,_born_1990)"
4,7,422,"Danny_Rose_(footballer,_born_1990)"
5,7,655,"Danny_Rose_(footballer,_born_1990)"
6,7,407,"Danny_Rose_(footballer,_born_1990)"
7,7,347,"Danny_Rose_(footballer,_born_1990)"
8,7,332,"Danny_Rose_(footballer,_born_1990)"
9,7,307,"Danny_Rose_(footballer,_born_1990)"
10,7,234,"Danny_Rose_(footballer,_born_1990)"
11,7,182,"Danny_Rose_(footballer,_born_1990)"
12,7,201,"Danny_Rose_(footballer,_born_1990)"
13,7,167,"Danny_Rose_(footballer,_born_1990)"
14,7,167,"Danny_Rose_(footballer,_born_1990)"
15,7,137,"Danny_Rose_(footballer,_born_1990)"
16,7,168,"Danny_Rose_(footballer,_born_1990)"
17,7,203,"Danny_Rose_(footballer,_born_1990)"
18,7,263,"Danny_Rose_(footballer,_born_1990)"
19,7,194,"Danny_Rose_(footballer,_born_1990)"
20,7,233,"Danny_Rose_(footballer,_born_1990)"
21,7,170,"Danny_Rose_(footballer,_born_1990)"
22,7,135,"Danny_Rose_(footballer,_born_1990)"
23,7,166,"Danny_Rose_(footballer,_born_1990)"
24,7,137,"Danny_Rose_(footballer,_born_1990)"
25,7,137,"Danny_Rose_(footballer,_born_1990)"
26,7,194,"Danny_Rose_(footballer,_born_1990)"
27,7,190,"Danny_Rose_(footballer,_born_1990)"
28,7,245,"Danny_Rose_(footballer,_born_1990)"
29,7,288,"Danny_Rose_(footballer,_born_1990)"
30,7,340,"Danny_Rose_(footballer,_born_1990)"
31,7,304,"Danny_Rose_(footballer,_born_1990)"
32,7,230,"Danny_Rose_(footballer,_born_1990)"
33,7,355,"Danny_Rose_(footballer,_born_1990)"
34,7,213,"Danny_Rose_(footballer,_born_1990)"
35,7,462,"Danny_Rose_(footballer,_born_1990)"
36,7,263,"Danny_Rose_(footballer,_born_1990)"
37,7,497,"Danny_Rose_(footballer,_born_1990)"
38,7,2251,"Danny_Rose_(footballer,_born_1990)"
39,7,871,"Danny_Rose_(footballer,_born_1990)"
40,7,359,"Danny_Rose_(footballer,_born_1990)"
41,7,770,"Danny_Rose_(footballer,_born_1990)"
42,7,985,"Danny_Rose_(footballer,_born_1990)"
43,7,508,"Danny_Rose_(footballer,_born_1990)"
44,7,607,"Danny_Rose_(footballer,_born_1990)"
45,7,631,"Danny_Rose_(footballer,_born_1990)"
46,7,707,"Danny_Rose_(footballer,_born_1990)"
47,7,649,"Danny_Rose_(footballer,_born_1990)"
48,7,1022,"Danny_Rose_(footballer,_born_1990)"
49,7,1543,"Danny_Rose_(footballer,_born_1990)"
50,7,1085,"Danny_Rose_(footballer,_born_1990)"
51,7,673,"Danny_Rose_(footballer,_born_1990)"
52,7,731,"Danny_Rose_(footballer,_born_1990)"
53,7,376,"Danny_Rose_(footballer,_born_1990)"
54,7,263,"Danny_Rose_(footballer,_born_1990)"
55,7,269,"Danny_Rose_(footballer,_born_1990)"
56,7,294,"Danny_Rose_(footballer,_born_1990)"
57,7,332,"Danny_Rose_(footballer,_born_1990)"
58,7,335,"Danny_Rose_(footballer,_born_1990)"
59,7,256,"Danny_Rose_(footballer,_born_1990)"
60,7,567,"Danny_Rose_(footballer,_born_1990)"
61,7,595,"Danny_Rose_(footballer,_born_1990)"
62,7,460,"Danny_Rose_(footballer,_born_1990)"
63,7,318,"Danny_Rose_(footballer,_born_1990)"
64,7,454,"Danny_Rose_(footballer,_born_1990)"
65,7,369,"Danny_Rose_(footballer,_born_1990)"
