bin,binSize,median,article
0,7,45,"Andrew_Adonis,_Baron_Adonis"
1,7,52,"Andrew_Adonis,_Baron_Adonis"
2,7,70,"Andrew_Adonis,_Baron_Adonis"
3,7,64,"Andrew_Adonis,_Baron_Adonis"
4,7,55,"Andrew_Adonis,_Baron_Adonis"
5,7,54,"Andrew_Adonis,_Baron_Adonis"
6,7,59,"Andrew_Adonis,_Baron_Adonis"
7,7,51,"Andrew_Adonis,_Baron_Adonis"
8,7,57,"Andrew_Adonis,_Baron_Adonis"
9,7,46,"Andrew_Adonis,_Baron_Adonis"
10,7,121,"Andrew_Adonis,_Baron_Adonis"
11,7,79,"Andrew_Adonis,_Baron_Adonis"
12,7,58,"Andrew_Adonis,_Baron_Adonis"
13,7,57,"Andrew_Adonis,_Baron_Adonis"
14,7,153,"Andrew_Adonis,_Baron_Adonis"
15,7,118,"Andrew_Adonis,_Baron_Adonis"
16,7,85,"Andrew_Adonis,_Baron_Adonis"
17,7,95,"Andrew_Adonis,_Baron_Adonis"
18,7,92,"Andrew_Adonis,_Baron_Adonis"
19,7,78,"Andrew_Adonis,_Baron_Adonis"
20,7,69,"Andrew_Adonis,_Baron_Adonis"
21,7,75,"Andrew_Adonis,_Baron_Adonis"
22,7,71,"Andrew_Adonis,_Baron_Adonis"
23,7,74,"Andrew_Adonis,_Baron_Adonis"
24,7,60,"Andrew_Adonis,_Baron_Adonis"
25,7,40,"Andrew_Adonis,_Baron_Adonis"
26,7,55,"Andrew_Adonis,_Baron_Adonis"
27,7,68,"Andrew_Adonis,_Baron_Adonis"
28,7,77,"Andrew_Adonis,_Baron_Adonis"
29,7,53,"Andrew_Adonis,_Baron_Adonis"
30,7,58,"Andrew_Adonis,_Baron_Adonis"
31,7,70,"Andrew_Adonis,_Baron_Adonis"
32,7,67,"Andrew_Adonis,_Baron_Adonis"
33,7,66,"Andrew_Adonis,_Baron_Adonis"
34,7,80,"Andrew_Adonis,_Baron_Adonis"
35,7,61,"Andrew_Adonis,_Baron_Adonis"
36,7,91,"Andrew_Adonis,_Baron_Adonis"
37,7,75,"Andrew_Adonis,_Baron_Adonis"
38,7,68,"Andrew_Adonis,_Baron_Adonis"
39,7,61,"Andrew_Adonis,_Baron_Adonis"
40,7,65,"Andrew_Adonis,_Baron_Adonis"
41,7,88,"Andrew_Adonis,_Baron_Adonis"
