bin,binSize,median,timestamp,article,level,change
36,7,1036,20160308,Brandon_Ingram,3,false
37,7,2052,20160316,Brandon_Ingram,3,false
38,7,1656,20160323,Brandon_Ingram,3,false
39,7,851,20160330,Brandon_Ingram,3,false
40,7,672,20160406,Brandon_Ingram,3,false
41,7,615,20160413,Brandon_Ingram,3,false
42,7,420,20160420,Brandon_Ingram,3,false
43,7,478,20160427,Brandon_Ingram,3,false
44,7,581,20160504,Brandon_Ingram,4,true
45,7,828,20160511,Brandon_Ingram,4,false
46,7,2356,20160518,Brandon_Ingram,4,false
47,7,1143,20160525,Brandon_Ingram,4,false
48,7,1111,20160601,Brandon_Ingram,4,false
49,7,1324,20160608,Brandon_Ingram,4,false
50,7,2365,20160615,Brandon_Ingram,4,false
51,7,13235,20160622,Brandon_Ingram,4,false
52,7,5315,20160629,Brandon_Ingram,4,false
53,7,4516,20160706,Brandon_Ingram,4,false
54,7,2785,20160713,Brandon_Ingram,4,false
55,7,1946,20160720,Brandon_Ingram,4,false
56,7,1086,20160727,Brandon_Ingram,4,false
57,7,1124,20160803,Brandon_Ingram,4,false
58,7,911,20160810,Brandon_Ingram,4,false
59,7,841,20160817,Brandon_Ingram,4,false
60,7,1073,20160824,Brandon_Ingram,4,false
61,7,1102,20160831,Brandon_Ingram,4,false
62,7,868,20160907,Brandon_Ingram,4,false
63,7,1200,20160914,Brandon_Ingram,4,false
64,7,1210,20160921,Brandon_Ingram,4,false
65,7,1361,20160928,Brandon_Ingram,4,false
66,7,1573,20161005,Brandon_Ingram,4,false
67,7,1622,20161012,Brandon_Ingram,4,false
68,7,1640,20161019,Brandon_Ingram,4,false
69,7,2334,20161026,Brandon_Ingram,4,false
70,7,2618,20161102,Brandon_Ingram,4,false
71,7,1964,20161108,Brandon_Ingram,4,false
72,7,1601,20161115,Brandon_Ingram,4,false
73,7,1946,20161122,Brandon_Ingram,4,false
74,7,1521,20161129,Brandon_Ingram,4,false
75,7,1332,20161206,Brandon_Ingram,4,false
76,7,1136,20161213,Brandon_Ingram,4,false
77,7,1455,20161220,Brandon_Ingram,4,false
78,7,1384,20161227,Brandon_Ingram,4,false
79,7,2084,20170103,Brandon_Ingram,4,false
80,7,1362,20170110,Brandon_Ingram,4,false
81,7,1730,20170117,Brandon_Ingram,4,false
82,7,1253,20170124,Brandon_Ingram,4,false
83,7,1229,20170131,Brandon_Ingram,4,false
84,7,1230,20170207,Brandon_Ingram,4,false
85,7,1648,20170214,Brandon_Ingram,4,false
86,7,2284,20170221,Brandon_Ingram,4,false
87,7,1803,20170228,Brandon_Ingram,4,false
88,7,1596,20170307,Brandon_Ingram,4,false
89,7,1499,20170315,Brandon_Ingram,4,false
90,7,1374,20170322,Brandon_Ingram,4,false
91,7,1169,20170329,Brandon_Ingram,4,false
92,7,1070,20170405,Brandon_Ingram,4,false
93,7,1352,20170412,Brandon_Ingram,4,false
94,7,919,20170419,Brandon_Ingram,4,false
95,7,783,20170426,Brandon_Ingram,4,false
96,7,790,20170503,Brandon_Ingram,4,false
97,7,902,20170510,Brandon_Ingram,4,false
98,7,2174,20170517,Brandon_Ingram,4,false
99,7,1206,20170524,Brandon_Ingram,4,false
100,7,985,20170531,Brandon_Ingram,4,false
101,7,1274,20170607,Brandon_Ingram,4,false
102,7,1917,20170614,Brandon_Ingram,4,false
103,7,5530,20170621,Brandon_Ingram,4,false
104,7,2065,20170628,Brandon_Ingram,4,false
105,7,2766,20170705,Brandon_Ingram,4,false
106,7,2377,20170712,Brandon_Ingram,4,false
107,7,1466,20170719,Brandon_Ingram,4,false
108,7,817,20170726,Brandon_Ingram,4,false
109,7,679,20170802,Brandon_Ingram,4,false
110,7,704,20170809,Brandon_Ingram,4,false
111,7,565,20170816,Brandon_Ingram,4,false
112,7,597,20170823,Brandon_Ingram,4,false
113,7,620,20170830,Brandon_Ingram,4,false
114,7,654,20170906,Brandon_Ingram,4,false
115,7,1166,20170913,Brandon_Ingram,4,false
116,7,831,20170920,Brandon_Ingram,4,false
117,7,1157,20170927,Brandon_Ingram,4,false
118,7,1120,20171004,Brandon_Ingram,4,false
119,7,1169,20171011,Brandon_Ingram,4,false
120,7,2183,20171018,Brandon_Ingram,4,false
121,7,1697,20171025,Brandon_Ingram,4,false
122,7,2540,20171101,Brandon_Ingram,4,false
123,7,1558,20171107,Brandon_Ingram,4,false
124,7,1952,20171114,Brandon_Ingram,4,false
125,7,1233,20171121,Brandon_Ingram,4,false
126,7,1947,20171128,Brandon_Ingram,4,false
127,7,1414,20171205,Brandon_Ingram,4,false
128,7,1541,20171212,Brandon_Ingram,4,false
129,7,1666,20171219,Brandon_Ingram,4,false
130,7,1343,20171226,Brandon_Ingram,4,false
131,7,1472,20180102,Brandon_Ingram,4,false
132,7,1319,20180109,Brandon_Ingram,4,false
133,7,1092,20180116,Brandon_Ingram,4,false
134,7,1288,20180123,Brandon_Ingram,4,false
135,7,1096,20180130,Brandon_Ingram,4,false
136,7,2053,20180206,Brandon_Ingram,4,false
137,7,1505,20180213,Brandon_Ingram,4,false
138,7,1556,20180220,Brandon_Ingram,4,false
139,7,1550,20180227,Brandon_Ingram,4,false
140,7,1312,20180306,Brandon_Ingram,4,false
141,7,1423,20180314,Brandon_Ingram,4,false
142,7,1117,20180321,Brandon_Ingram,4,false
143,7,980,20180328,Brandon_Ingram,4,false
144,7,887,20180404,Brandon_Ingram,4,false
145,7,1905,20180411,Brandon_Ingram,4,false
146,7,1183,20180418,Brandon_Ingram,4,false
147,7,799,20180425,Brandon_Ingram,4,false
148,7,949,20180502,Brandon_Ingram,4,false
149,7,1168,20180509,Brandon_Ingram,4,false
150,7,1008,20180516,Brandon_Ingram,4,false
151,7,1010,20180523,Brandon_Ingram,4,false
152,7,761,20180530,Brandon_Ingram,4,false
153,7,1206,20180606,Brandon_Ingram,4,false
154,7,1656,20180613,Brandon_Ingram,4,false
155,7,1513,20180620,Brandon_Ingram,4,false
156,7,5054,20180627,Brandon_Ingram,4,false
157,7,3304,20180704,Brandon_Ingram,4,false
158,7,2877,20180711,Brandon_Ingram,4,false
159,7,2470,20180718,Brandon_Ingram,4,false
160,7,1268,20180725,Brandon_Ingram,4,false
161,7,1042,20180801,Brandon_Ingram,4,false
162,7,1204,20180808,Brandon_Ingram,4,false
163,7,819,20180815,Brandon_Ingram,4,false
164,7,809,20180822,Brandon_Ingram,4,false
165,7,916,20180829,Brandon_Ingram,4,false
166,7,675,20180905,Brandon_Ingram,4,false
167,7,751.5,20180912,Brandon_Ingram,4,false
0,7,9,20150701,Brandon_Victor_Dixon,0,false
1,7,14,20150708,Brandon_Victor_Dixon,0,false
2,7,50,20150715,Brandon_Victor_Dixon,0,false
3,7,14,20150722,Brandon_Victor_Dixon,0,false
4,7,8,20150729,Brandon_Victor_Dixon,0,false
5,7,14,20150805,Brandon_Victor_Dixon,0,false
6,7,7,20150812,Brandon_Victor_Dixon,0,false
7,7,11,20150819,Brandon_Victor_Dixon,0,false
8,7,15,20150826,Brandon_Victor_Dixon,0,false
9,7,27,20150902,Brandon_Victor_Dixon,0,false
10,7,16,20150909,Brandon_Victor_Dixon,0,false
11,7,13,20150916,Brandon_Victor_Dixon,0,false
12,7,9,20150923,Brandon_Victor_Dixon,0,false
13,7,10,20150930,Brandon_Victor_Dixon,0,false
14,7,9,20151007,Brandon_Victor_Dixon,0,false
15,7,10,20151014,Brandon_Victor_Dixon,0,false
16,7,9,20151021,Brandon_Victor_Dixon,0,false
17,7,7,20151028,Brandon_Victor_Dixon,0,false
18,7,8,20151103,Brandon_Victor_Dixon,0,false
19,7,10,20151110,Brandon_Victor_Dixon,0,false
20,7,5,20151117,Brandon_Victor_Dixon,0,false
21,7,8,20151124,Brandon_Victor_Dixon,0,false
22,7,8,20151201,Brandon_Victor_Dixon,0,false
23,7,12,20151208,Brandon_Victor_Dixon,0,false
24,7,16,20151215,Brandon_Victor_Dixon,0,false
25,7,12,20151222,Brandon_Victor_Dixon,0,false
26,7,12,20151229,Brandon_Victor_Dixon,0,false
27,7,12,20160105,Brandon_Victor_Dixon,0,false
28,7,9,20160112,Brandon_Victor_Dixon,0,false
29,7,10,20160119,Brandon_Victor_Dixon,0,false
30,7,13,20160126,Brandon_Victor_Dixon,0,false
31,7,17,20160202,Brandon_Victor_Dixon,0,false
32,7,14,20160209,Brandon_Victor_Dixon,0,false
33,7,15,20160216,Brandon_Victor_Dixon,0,false
34,7,19,20160223,Brandon_Victor_Dixon,0,false
35,7,14,20160301,Brandon_Victor_Dixon,0,false
36,7,19,20160308,Brandon_Victor_Dixon,0,false
37,7,20,20160316,Brandon_Victor_Dixon,0,false
38,7,24,20160323,Brandon_Victor_Dixon,0,false
39,7,15,20160330,Brandon_Victor_Dixon,0,false
40,7,21,20160406,Brandon_Victor_Dixon,0,false
41,7,15,20160413,Brandon_Victor_Dixon,0,false
42,7,25,20160420,Brandon_Victor_Dixon,0,false
43,7,32,20160427,Brandon_Victor_Dixon,0,false
44,7,48,20160504,Brandon_Victor_Dixon,0,false
45,7,44,20160511,Brandon_Victor_Dixon,0,false
46,7,36,20160518,Brandon_Victor_Dixon,0,false
47,7,38,20160525,Brandon_Victor_Dixon,0,false
48,7,65,20160601,Brandon_Victor_Dixon,0,false
49,7,64,20160608,Brandon_Victor_Dixon,0,false
50,7,69,20160615,Brandon_Victor_Dixon,0,false
51,7,37,20160622,Brandon_Victor_Dixon,0,false
52,7,31,20160629,Brandon_Victor_Dixon,0,false
53,7,660,20160706,Brandon_Victor_Dixon,1,true
54,7,262,20160713,Brandon_Victor_Dixon,1,false
55,7,388,20160720,Brandon_Victor_Dixon,1,false
56,7,391,20160727,Brandon_Victor_Dixon,1,false
57,7,128,20160803,Brandon_Victor_Dixon,1,false
58,7,135,20160810,Brandon_Victor_Dixon,1,false
59,7,253,20160817,Brandon_Victor_Dixon,1,false
60,7,294,20160824,Brandon_Victor_Dixon,1,false
61,7,252,20160831,Brandon_Victor_Dixon,1,false
62,7,237,20160907,Brandon_Victor_Dixon,1,false
63,7,249,20160914,Brandon_Victor_Dixon,1,false
64,7,222,20160921,Brandon_Victor_Dixon,1,false
65,7,229,20160928,Brandon_Victor_Dixon,1,false
66,7,226,20161005,Brandon_Victor_Dixon,1,false
67,7,272,20161012,Brandon_Victor_Dixon,1,false
68,7,353,20161019,Brandon_Victor_Dixon,1,false
69,7,284,20161026,Brandon_Victor_Dixon,1,false
70,7,275,20161102,Brandon_Victor_Dixon,1,false
71,7,281,20161108,Brandon_Victor_Dixon,1,false
72,7,313,20161115,Brandon_Victor_Dixon,1,false
73,7,1186,20161122,Brandon_Victor_Dixon,1,false
74,7,666,20161129,Brandon_Victor_Dixon,1,false
75,7,525,20161206,Brandon_Victor_Dixon,1,false
76,7,446,20161213,Brandon_Victor_Dixon,1,false
77,7,378,20161220,Brandon_Victor_Dixon,1,false
78,7,451,20161227,Brandon_Victor_Dixon,1,false
79,7,380,20170103,Brandon_Victor_Dixon,1,false
80,7,358,20170110,Brandon_Victor_Dixon,1,false
81,7,328,20170117,Brandon_Victor_Dixon,1,false
82,7,272,20170124,Brandon_Victor_Dixon,1,false
83,7,225,20170131,Brandon_Victor_Dixon,1,false
84,7,227,20170207,Brandon_Victor_Dixon,1,false
85,7,194,20170214,Brandon_Victor_Dixon,1,false
86,7,238,20170221,Brandon_Victor_Dixon,1,false
87,7,198,20170228,Brandon_Victor_Dixon,1,false
88,7,190,20170307,Brandon_Victor_Dixon,1,false
89,7,200,20170315,Brandon_Victor_Dixon,1,false
90,7,193,20170322,Brandon_Victor_Dixon,1,false
91,7,190,20170329,Brandon_Victor_Dixon,1,false
92,7,145,20170405,Brandon_Victor_Dixon,1,false
93,7,162,20170412,Brandon_Victor_Dixon,1,false
94,7,159,20170419,Brandon_Victor_Dixon,1,false
95,7,131,20170426,Brandon_Victor_Dixon,1,false
96,7,138,20170503,Brandon_Victor_Dixon,1,false
97,7,130,20170510,Brandon_Victor_Dixon,1,false
98,7,139,20170517,Brandon_Victor_Dixon,1,false
99,7,143,20170524,Brandon_Victor_Dixon,1,false
100,7,139,20170531,Brandon_Victor_Dixon,1,false
101,7,159,20170607,Brandon_Victor_Dixon,1,false
102,7,143,20170614,Brandon_Victor_Dixon,1,false
103,7,115,20170621,Brandon_Victor_Dixon,1,false
104,7,120,20170628,Brandon_Victor_Dixon,1,false
105,7,151,20170705,Brandon_Victor_Dixon,1,false
106,7,180,20170712,Brandon_Victor_Dixon,1,false
107,7,186,20170719,Brandon_Victor_Dixon,1,false
108,7,615,20170726,Brandon_Victor_Dixon,1,false
109,7,241,20170802,Brandon_Victor_Dixon,1,false
110,7,717,20170809,Brandon_Victor_Dixon,1,false
111,7,1175,20170816,Brandon_Victor_Dixon,1,false
112,7,360,20170823,Brandon_Victor_Dixon,1,false
113,7,277,20170830,Brandon_Victor_Dixon,1,false
114,7,290,20170906,Brandon_Victor_Dixon,1,false
115,7,158,20170913,Brandon_Victor_Dixon,1,false
116,7,163,20170920,Brandon_Victor_Dixon,1,false
117,7,131,20170927,Brandon_Victor_Dixon,1,false
118,7,153,20171004,Brandon_Victor_Dixon,1,false
119,7,118,20171011,Brandon_Victor_Dixon,1,false
120,7,118,20171018,Brandon_Victor_Dixon,1,false
121,7,111,20171025,Brandon_Victor_Dixon,1,false
122,7,119,20171101,Brandon_Victor_Dixon,1,false
123,7,102,20171107,Brandon_Victor_Dixon,1,false
124,7,101,20171114,Brandon_Victor_Dixon,1,false
125,7,108,20171121,Brandon_Victor_Dixon,1,false
126,7,117,20171128,Brandon_Victor_Dixon,1,false
127,7,104,20171205,Brandon_Victor_Dixon,1,false
128,7,92,20171212,Brandon_Victor_Dixon,1,false
129,7,101,20171219,Brandon_Victor_Dixon,1,false
130,7,156,20171226,Brandon_Victor_Dixon,1,false
131,7,149,20180102,Brandon_Victor_Dixon,1,false
132,7,121,20180109,Brandon_Victor_Dixon,1,false
133,7,100,20180116,Brandon_Victor_Dixon,1,false
134,7,99,20180123,Brandon_Victor_Dixon,1,false
135,7,93,20180130,Brandon_Victor_Dixon,1,false
136,7,95,20180206,Brandon_Victor_Dixon,1,false
137,7,96,20180213,Brandon_Victor_Dixon,1,false
138,7,547,20180220,Brandon_Victor_Dixon,3,true
139,7,446,20180227,Brandon_Victor_Dixon,3,false
140,7,475,20180306,Brandon_Victor_Dixon,3,false
141,7,828,20180314,Brandon_Victor_Dixon,3,false
142,7,1316,20180321,Brandon_Victor_Dixon,3,false
143,7,4944,20180328,Brandon_Victor_Dixon,3,false
144,7,7180,20180404,Brandon_Victor_Dixon,3,false
145,7,1672,20180411,Brandon_Victor_Dixon,3,false
146,7,767,20180418,Brandon_Victor_Dixon,3,false
147,7,513,20180425,Brandon_Victor_Dixon,3,false
148,7,430,20180502,Brandon_Victor_Dixon,3,false
149,7,371,20180509,Brandon_Victor_Dixon,3,false
150,7,371,20180516,Brandon_Victor_Dixon,3,false
151,7,428,20180523,Brandon_Victor_Dixon,3,false
152,7,367,20180530,Brandon_Victor_Dixon,3,false
153,7,337,20180606,Brandon_Victor_Dixon,3,false
154,7,376,20180613,Brandon_Victor_Dixon,3,false
155,7,349,20180620,Brandon_Victor_Dixon,3,false
156,7,534,20180627,Brandon_Victor_Dixon,4,true
157,7,1989,20180704,Brandon_Victor_Dixon,4,false
158,7,1154,20180711,Brandon_Victor_Dixon,4,false
159,7,626,20180718,Brandon_Victor_Dixon,4,false
160,7,572,20180725,Brandon_Victor_Dixon,4,false
161,7,626,20180801,Brandon_Victor_Dixon,4,false
162,7,552,20180808,Brandon_Victor_Dixon,4,false
163,7,855,20180815,Brandon_Victor_Dixon,4,false
164,7,551,20180822,Brandon_Victor_Dixon,4,false
165,7,1208,20180829,Brandon_Victor_Dixon,4,false
166,7,577,20180905,Brandon_Victor_Dixon,4,false
167,7,611.5,20180912,Brandon_Victor_Dixon,4,false
0,7,0,20150701,Brendan_Dassey,0,false
1,7,0,20150708,Brendan_Dassey,0,false
2,7,0,20150715,Brendan_Dassey,0,false
3,7,0,20150722,Brendan_Dassey,0,false
4,7,0,20150729,Brendan_Dassey,0,false
5,7,0,20150805,Brendan_Dassey,0,false
6,7,0,20150812,Brendan_Dassey,0,false
7,7,0,20150819,Brendan_Dassey,0,false
8,7,1,20150826,Brendan_Dassey,0,false
9,7,1,20150902,Brendan_Dassey,0,false
10,7,2,20150909,Brendan_Dassey,0,false
11,7,0,20150916,Brendan_Dassey,0,false
12,7,1,20150923,Brendan_Dassey,0,false
13,7,0,20150930,Brendan_Dassey,0,false
14,7,0,20151007,Brendan_Dassey,0,false
15,7,0,20151014,Brendan_Dassey,0,false
16,7,0,20151021,Brendan_Dassey,0,false
17,7,0,20151028,Brendan_Dassey,0,false
18,7,0,20151103,Brendan_Dassey,0,false
19,7,0,20151110,Brendan_Dassey,0,false
20,7,0,20151117,Brendan_Dassey,0,false
21,7,0,20151124,Brendan_Dassey,0,false
22,7,0,20151201,Brendan_Dassey,0,false
23,7,2,20151208,Brendan_Dassey,0,false
24,7,38,20151215,Brendan_Dassey,0,false
25,7,638,20151222,Brendan_Dassey,0,false
26,7,1500,20151229,Brendan_Dassey,0,false
27,7,2290,20160105,Brendan_Dassey,0,false
28,7,1680,20160112,Brendan_Dassey,0,false
29,7,1146,20160119,Brendan_Dassey,0,false
30,7,796,20160126,Brendan_Dassey,0,false
31,7,529,20160202,Brendan_Dassey,0,false
32,7,408,20160209,Brendan_Dassey,0,false
33,7,300,20160216,Brendan_Dassey,0,false
34,7,192,20160223,Brendan_Dassey,0,false
35,7,147,20160301,Brendan_Dassey,0,false
36,7,118,20160308,Brendan_Dassey,0,false
37,7,86,20160316,Brendan_Dassey,0,false
38,7,87,20160323,Brendan_Dassey,0,false
39,7,95,20160330,Brendan_Dassey,0,false
40,7,74,20160406,Brendan_Dassey,0,false
41,7,56,20160413,Brendan_Dassey,0,false
42,7,56,20160420,Brendan_Dassey,0,false
43,7,56,20160427,Brendan_Dassey,0,false
44,7,43,20160504,Brendan_Dassey,0,false
45,7,49,20160511,Brendan_Dassey,0,false
46,7,36,20160518,Brendan_Dassey,0,false
47,7,41,20160525,Brendan_Dassey,0,false
48,7,39,20160601,Brendan_Dassey,0,false
49,7,33,20160608,Brendan_Dassey,0,false
50,7,910,20160615,Brendan_Dassey,4,true
51,7,741,20160622,Brendan_Dassey,4,false
52,7,805,20160629,Brendan_Dassey,4,false
53,7,700,20160706,Brendan_Dassey,4,false
54,7,850,20160713,Brendan_Dassey,4,false
55,7,1482,20160720,Brendan_Dassey,4,false
56,7,1341,20160727,Brendan_Dassey,4,false
57,7,1094,20160803,Brendan_Dassey,4,false
58,7,15239,20160810,Brendan_Dassey,4,false
59,7,5328,20160817,Brendan_Dassey,4,false
60,7,3617,20160824,Brendan_Dassey,4,false
61,7,2465,20160831,Brendan_Dassey,4,false
62,7,2948,20160907,Brendan_Dassey,4,false
63,7,2269,20160914,Brendan_Dassey,4,false
64,7,2307,20160921,Brendan_Dassey,4,false
65,7,2302,20160928,Brendan_Dassey,4,false
66,7,2222,20161005,Brendan_Dassey,4,false
67,7,1936,20161012,Brendan_Dassey,4,false
68,7,1708,20161019,Brendan_Dassey,4,false
69,7,1673,20161026,Brendan_Dassey,4,false
70,7,1739,20161102,Brendan_Dassey,4,false
71,7,1522,20161108,Brendan_Dassey,4,false
72,7,14704,20161115,Brendan_Dassey,4,false
73,7,2334,20161122,Brendan_Dassey,4,false
74,7,1929,20161129,Brendan_Dassey,4,false
75,7,1714,20161206,Brendan_Dassey,4,false
76,7,1812,20161213,Brendan_Dassey,4,false
77,7,1831,20161220,Brendan_Dassey,4,false
78,7,2092,20161227,Brendan_Dassey,4,false
79,7,2649,20170103,Brendan_Dassey,4,false
80,7,2310,20170110,Brendan_Dassey,4,false
81,7,2251,20170117,Brendan_Dassey,4,false
82,7,1997,20170124,Brendan_Dassey,4,false
83,7,2418,20170131,Brendan_Dassey,4,false
84,7,2309,20170207,Brendan_Dassey,4,false
85,7,2679,20170214,Brendan_Dassey,4,false
86,7,2376,20170221,Brendan_Dassey,4,false
87,7,2144,20170228,Brendan_Dassey,4,false
88,7,1818,20170307,Brendan_Dassey,4,false
89,7,1748,20170315,Brendan_Dassey,4,false
90,7,1948,20170322,Brendan_Dassey,4,false
91,7,2091,20170329,Brendan_Dassey,4,false
92,7,1874,20170405,Brendan_Dassey,4,false
93,7,1741,20170412,Brendan_Dassey,4,false
94,7,1790,20170419,Brendan_Dassey,4,false
95,7,1460,20170426,Brendan_Dassey,4,false
96,7,1538,20170503,Brendan_Dassey,4,false
97,7,1379,20170510,Brendan_Dassey,4,false
98,7,1582,20170517,Brendan_Dassey,4,false
99,7,1506,20170524,Brendan_Dassey,4,false
100,7,1480,20170531,Brendan_Dassey,4,false
101,7,1446,20170607,Brendan_Dassey,4,false
102,7,1231,20170614,Brendan_Dassey,4,false
103,7,2544,20170621,Brendan_Dassey,4,false
104,7,1201,20170628,Brendan_Dassey,4,false
105,7,1310,20170705,Brendan_Dassey,4,false
106,7,1409,20170712,Brendan_Dassey,4,false
107,7,1354,20170719,Brendan_Dassey,4,false
108,7,1287,20170726,Brendan_Dassey,4,false
109,7,1303,20170802,Brendan_Dassey,4,false
110,7,1280,20170809,Brendan_Dassey,4,false
111,7,1272,20170816,Brendan_Dassey,4,false
112,7,1203,20170823,Brendan_Dassey,4,false
113,7,1354,20170830,Brendan_Dassey,4,false
114,7,1300,20170906,Brendan_Dassey,4,false
115,7,1501,20170913,Brendan_Dassey,4,false
116,7,1569,20170920,Brendan_Dassey,4,false
117,7,1579,20170927,Brendan_Dassey,4,false
118,7,1294,20171004,Brendan_Dassey,4,false
119,7,1265,20171011,Brendan_Dassey,4,false
120,7,1344,20171018,Brendan_Dassey,4,false
121,7,1154,20171025,Brendan_Dassey,4,false
122,7,1218,20171101,Brendan_Dassey,4,false
123,7,1314,20171107,Brendan_Dassey,4,false
124,7,1388,20171114,Brendan_Dassey,4,false
125,7,1383,20171121,Brendan_Dassey,4,false
126,7,1578,20171128,Brendan_Dassey,4,false
127,7,2341,20171205,Brendan_Dassey,4,false
128,7,1259,20171212,Brendan_Dassey,4,false
129,7,1284,20171219,Brendan_Dassey,4,false
130,7,1723,20171226,Brendan_Dassey,4,false
131,7,1728,20180102,Brendan_Dassey,4,false
132,7,1737,20180109,Brendan_Dassey,4,false
133,7,1650,20180116,Brendan_Dassey,4,false
134,7,1588,20180123,Brendan_Dassey,4,false
135,7,1502,20180130,Brendan_Dassey,4,false
136,7,1456,20180206,Brendan_Dassey,4,false
137,7,1445,20180213,Brendan_Dassey,4,false
138,7,2275,20180220,Brendan_Dassey,4,false
139,7,1527,20180227,Brendan_Dassey,4,false
140,7,1338,20180306,Brendan_Dassey,4,false
141,7,1385,20180314,Brendan_Dassey,4,false
142,7,1330,20180321,Brendan_Dassey,4,false
143,7,1369,20180328,Brendan_Dassey,4,false
144,7,1385,20180404,Brendan_Dassey,4,false
145,7,1210,20180411,Brendan_Dassey,4,false
146,7,1131,20180418,Brendan_Dassey,4,false
147,7,1186,20180425,Brendan_Dassey,4,false
148,7,1221,20180502,Brendan_Dassey,4,false
149,7,1295,20180509,Brendan_Dassey,4,false
150,7,1928,20180516,Brendan_Dassey,4,false
151,7,2231,20180523,Brendan_Dassey,4,false
152,7,2093,20180530,Brendan_Dassey,4,false
153,7,2114,20180606,Brendan_Dassey,4,false
154,7,2180,20180613,Brendan_Dassey,4,false
155,7,2055,20180620,Brendan_Dassey,4,false
156,7,1894,20180627,Brendan_Dassey,4,false
157,7,1762,20180704,Brendan_Dassey,4,false
158,7,1527,20180711,Brendan_Dassey,4,false
159,7,1579,20180718,Brendan_Dassey,4,false
160,7,1560,20180725,Brendan_Dassey,4,false
161,7,1391,20180801,Brendan_Dassey,4,false
162,7,1279,20180808,Brendan_Dassey,4,false
163,7,1303,20180815,Brendan_Dassey,4,false
164,7,1198,20180822,Brendan_Dassey,4,false
165,7,1127,20180829,Brendan_Dassey,4,false
166,7,1064,20180905,Brendan_Dassey,4,false
167,7,869,20180912,Brendan_Dassey,4,false
0,7,33,20150701,Brendon_Miller,0,false
1,7,31,20150708,Brendon_Miller,0,false
2,7,31,20150715,Brendon_Miller,0,false
3,7,28,20150722,Brendon_Miller,0,false
4,7,24,20150729,Brendon_Miller,0,false
5,7,30,20150805,Brendon_Miller,0,false
6,7,25,20150812,Brendon_Miller,0,false
7,7,31,20150819,Brendon_Miller,0,false
8,7,29,20150826,Brendon_Miller,0,false
9,7,25,20150902,Brendon_Miller,0,false
10,7,34,20150909,Brendon_Miller,0,false
11,7,30,20150916,Brendon_Miller,0,false
12,7,23,20150923,Brendon_Miller,0,false
13,7,33,20150930,Brendon_Miller,0,false
14,7,26,20151007,Brendon_Miller,0,false
15,7,24,20151014,Brendon_Miller,0,false
16,7,24,20151021,Brendon_Miller,0,false
17,7,33,20151028,Brendon_Miller,0,false
18,7,23,20151103,Brendon_Miller,0,false
19,7,26,20151110,Brendon_Miller,0,false
20,7,35,20151117,Brendon_Miller,0,false
21,7,41,20151124,Brendon_Miller,0,false
22,7,29,20151201,Brendon_Miller,0,false
23,7,29,20151208,Brendon_Miller,0,false
24,7,25,20151215,Brendon_Miller,0,false
25,7,30,20151222,Brendon_Miller,0,false
26,7,35,20151229,Brendon_Miller,0,false
27,7,29,20160105,Brendon_Miller,0,false
28,7,32,20160112,Brendon_Miller,0,false
29,7,39,20160119,Brendon_Miller,0,false
30,7,39,20160126,Brendon_Miller,0,false
31,7,37,20160202,Brendon_Miller,0,false
32,7,40,20160209,Brendon_Miller,0,false
33,7,37,20160216,Brendon_Miller,0,false
34,7,35,20160223,Brendon_Miller,0,false
35,7,27,20160301,Brendon_Miller,0,false
36,7,33,20160308,Brendon_Miller,0,false
37,7,30,20160316,Brendon_Miller,0,false
38,7,48,20160323,Brendon_Miller,0,false
39,7,61,20160330,Brendon_Miller,0,false
40,7,62,20160406,Brendon_Miller,0,false
41,7,43,20160413,Brendon_Miller,0,false
42,7,53,20160420,Brendon_Miller,0,false
43,7,48,20160427,Brendon_Miller,0,false
44,7,36,20160504,Brendon_Miller,0,false
45,7,41,20160511,Brendon_Miller,0,false
46,7,46,20160518,Brendon_Miller,0,false
47,7,38,20160525,Brendon_Miller,0,false
48,7,39,20160601,Brendon_Miller,0,false
49,7,39,20160608,Brendon_Miller,0,false
50,7,37,20160615,Brendon_Miller,0,false
51,7,39,20160622,Brendon_Miller,0,false
52,7,41,20160629,Brendon_Miller,0,false
53,7,38,20160706,Brendon_Miller,0,false
54,7,45,20160713,Brendon_Miller,0,false
55,7,40,20160720,Brendon_Miller,0,false
56,7,47,20160727,Brendon_Miller,0,false
57,7,40,20160803,Brendon_Miller,0,false
58,7,65,20160810,Brendon_Miller,0,false
59,7,52,20160817,Brendon_Miller,0,false
60,7,55,20160824,Brendon_Miller,0,false
61,7,50,20160831,Brendon_Miller,0,false
62,7,40,20160907,Brendon_Miller,0,false
63,7,42,20160914,Brendon_Miller,0,false
64,7,42,20160921,Brendon_Miller,0,false
65,7,43,20160928,Brendon_Miller,0,false
66,7,39,20161005,Brendon_Miller,0,false
67,7,40,20161012,Brendon_Miller,0,false
68,7,43,20161019,Brendon_Miller,0,false
69,7,39,20161026,Brendon_Miller,0,false
70,7,37,20161102,Brendon_Miller,0,false
71,7,28,20161108,Brendon_Miller,0,false
72,7,37,20161115,Brendon_Miller,0,false
73,7,33,20161122,Brendon_Miller,0,false
74,7,33,20161129,Brendon_Miller,0,false
75,7,30,20161206,Brendon_Miller,0,false
76,7,30,20161213,Brendon_Miller,0,false
77,7,43,20161220,Brendon_Miller,0,false
78,7,50,20161227,Brendon_Miller,0,false
79,7,39,20170103,Brendon_Miller,0,false
