bin,binSize,pageviews_median,pageviews_sum,timestamp,article
16,30,34.1872391508835,34.1872391508835,20161120,Nathan_Peterman
17,30,28.14082100369892,970.2698083396574,20161121,Nathan_Peterman
18,30,41.92458360389091,2201.483270407282,20161221,Nathan_Peterman
19,30,99.02027325047526,4114.663083733278,20170120,Nathan_Peterman
20,30,96.20803509289557,3440.328449208302,20170219,Nathan_Peterman
21,30,178.81173820144892,6657.049006039098,20170322,Nathan_Peterman
22,30,510.8592870522228,32525.120078602577,20170421,Nathan_Peterman
23,30,117.58873956072333,4340.554372622426,20170521,Nathan_Peterman
24,30,87.2083099467027,2710.6828906127057,20170620,Nathan_Peterman
25,30,244.55737905734122,13069.715013141138,20170720,Nathan_Peterman
26,30,660.3668677971355,25976.238211752458,20170819,Nathan_Peterman
27,30,251.91890069346763,8094.511542168676,20170918,Nathan_Peterman
28,30,199.2713143966505,51966.70384055165,20171018,Nathan_Peterman
29,30,853.0934746489761,129290.9154858926,20171116,Nathan_Peterman
30,30,460.17225177818614,38367.63296279409,20171216,Nathan_Peterman
31,30,219.64563930893036,7116.18811965495,20180115,Nathan_Peterman
32,30,174.0164199915228,8432.441198997625,20180214,Nathan_Peterman
33,30,200.48965871747305,5853.462291651004,20180317,Nathan_Peterman
34,30,234.74543184933538,10202.651902918868,20180416,Nathan_Peterman
35,30,170.17262946864918,5204.332081007463,20180516,Nathan_Peterman
36,30,136.72023735707182,5371.032517235083,20180615,Nathan_Peterman
37,30,282.76435695105596,12887.021145507215,20180715,Nathan_Peterman
38,30,983.5522764169267,94371.51178696513,20180814,Nathan_Peterman
39,30,5814.978693260976,5814.978693260976,20180913,Nathan_Peterman
