bin,binSize,pageviews_median,pageviews_sum,timestamp,article
0,30,1106.1088029024709,34217.55953848022,20150701,Milton_Berle
1,30,1136.402192713645,36883.9675309397,20150731,Milton_Berle
2,30,1048.5946707751666,34077.69459729885,20150830,Milton_Berle
3,30,1054.3608114462747,33562.8828428766,20150929,Milton_Berle
4,30,1012.3763529299011,33613.53432638326,20151029,Milton_Berle
5,30,1162.4921577883806,41452.41412948064,20151127,Milton_Berle
6,30,1050.9618809914498,32176.699715849856,20151227,Milton_Berle
7,30,934.3500501162803,29554.10017256616,20160126,Milton_Berle
8,30,1096.8422583014058,34127.02637729949,20160225,Milton_Berle
9,30,1068.675918504412,35302.86802379928,20160327,Milton_Berle
10,30,1029.8313250195274,32534.060695836655,20160426,Milton_Berle
11,30,1105.4873360197687,43608.56158510158,20160526,Milton_Berle
12,30,981.8871813244729,34855.635628881515,20160625,Milton_Berle
13,30,848.3575107181159,27496.29337868872,20160725,Milton_Berle
14,30,1167.7668037987778,42506.85746712073,20160824,Milton_Berle
15,30,918.6633891591202,29112.762808277883,20160923,Milton_Berle
16,30,946.6335473389638,28636.9206422472,20161023,Milton_Berle
17,30,1017.7978560825493,31926.370878979564,20161121,Milton_Berle
18,30,1098.5382711304205,35270.82793874125,20161221,Milton_Berle
19,30,985.816312036484,35989.56143217097,20170120,Milton_Berle
20,30,973.1316894447923,32800.01983553354,20170219,Milton_Berle
21,30,1164.3589484179165,43951.0083660735,20170322,Milton_Berle
22,30,1020.6167092191617,31228.121703299603,20170421,Milton_Berle
23,30,1358.4437845928564,45196.89192820176,20170521,Milton_Berle
24,30,1182.2669918830074,38080.82609227208,20170620,Milton_Berle
25,30,974.4238293778544,32293.714303454486,20170720,Milton_Berle
26,30,1128.9343325564569,80496.9242867205,20170819,Milton_Berle
27,30,951.9436955582926,30625.84499325327,20170918,Milton_Berle
28,30,911.818064804472,28080.056149277036,20171018,Milton_Berle
29,30,944.9567413058255,33078.340449718125,20171116,Milton_Berle
30,30,1043.9687171490257,32749.970053620964,20171216,Milton_Berle
31,30,971.8304230422999,32743.2883364098,20180115,Milton_Berle
32,30,934.3923943995096,30061.908667132084,20180214,Milton_Berle
33,30,1050.3296748685461,33248.651402609874,20180317,Milton_Berle
34,30,883.5812170207737,29740.25441407841,20180416,Milton_Berle
35,30,859.0577796236024,26635.8131913069,20180516,Milton_Berle
36,30,1048.779722788889,36995.43060872949,20180615,Milton_Berle
37,30,1125.1883796672587,34756.30240953751,20180715,Milton_Berle
38,30,1016.6917781490152,32266.546854389864,20180814,Milton_Berle
39,30,1055.4867287448506,1055.4867287448506,20180913,Milton_Berle
